133,158,160,33,144,153
"[0.3820624351501465, 0.5013723969459534]","[0.34893798828125, 0.492417573928833]","[0.3148418962955475, 0.49396756291389465]","[0.28839367628097534, 0.5019860863685608]","[0.31728172302246094, 0.5069454312324524]","[0.3516687750816345, 0.506280243396759]"
"[0.38140377402305603, 0.5013586282730103]","[0.34796810150146484, 0.49201422929763794]","[0.3135085105895996, 0.4934990704059601]","[0.2866654396057129, 0.5018155574798584]","[0.31556835770606995, 0.5069918632507324]","[0.3503079414367676, 0.5064374804496765]"
"[0.3828529119491577, 0.5010678768157959]","[0.3493794798851013, 0.4914550185203552]","[0.3148118853569031, 0.49291759729385376]","[0.2879248261451721, 0.5013343691825867]","[0.31683507561683655, 0.5066252946853638]","[0.3516730070114136, 0.5061192512512207]"
"[0.38067367672920227, 0.5020150542259216]","[0.3470909595489502, 0.4928540587425232]","[0.3128969669342041, 0.4943816661834717]","[0.28631436824798584, 0.5025396347045898]","[0.3155328035354614, 0.5076661705970764]","[0.350047767162323, 0.5070187449455261]"
"[0.3815549612045288, 0.5013859868049622]","[0.347984254360199, 0.49175307154655457]","[0.31351661682128906, 0.49321043491363525]","[0.2865872085094452, 0.5016810297966003]","[0.31564828753471375, 0.506933867931366]","[0.35042130947113037, 0.5064291954040527]"
"[0.3812918961048126, 0.5009527206420898]","[0.34805789589881897, 0.49143528938293457]","[0.3138359487056732, 0.4928547441959381]","[0.28692784905433655, 0.5012175440788269]","[0.31583860516548157, 0.506352961063385]","[0.35040539503097534, 0.5059100985527039]"
"[0.38003474473953247, 0.5017513036727905]","[0.3468775451183319, 0.4922665059566498]","[0.3127114176750183, 0.49375367164611816]","[0.28566545248031616, 0.5022796392440796]","[0.31462064385414124, 0.5074080228805542]","[0.3491796553134918, 0.5068332552909851]"
"[0.38136523962020874, 0.5015758275985718]","[0.34807419776916504, 0.4920344352722168]","[0.31384479999542236, 0.4935332238674164]","[0.2868516445159912, 0.5020386576652527]","[0.3157191574573517, 0.5071192383766174]","[0.3502824902534485, 0.5065969228744507]"
"[0.3815859258174896, 0.501925528049469]","[0.34822458028793335, 0.4922451674938202]","[0.31392839550971985, 0.49375176429748535]","[0.2871379852294922, 0.5023012161254883]","[0.31596916913986206, 0.5074759125709534]","[0.3505130410194397, 0.5069578289985657]"
"[0.38220298290252686, 0.5018917322158813]","[0.34893935918807983, 0.4922258257865906]","[0.31478017568588257, 0.4937489628791809]","[0.28809627890586853, 0.5022969841957092]","[0.3169226050376892, 0.5074672102928162]","[0.3513302505016327, 0.5069396495819092]"
"[0.38220834732055664, 0.5016158819198608]","[0.34864574670791626, 0.4917445480823517]","[0.3141469657421112, 0.4932258427143097]","[0.2872932553291321, 0.501815676689148]","[0.31630846858024597, 0.5071237683296204]","[0.3510478734970093, 0.5066518783569336]"
"[0.3813541531562805, 0.5019148588180542]","[0.3481035828590393, 0.49255484342575073]","[0.31409981846809387, 0.4940900504589081]","[0.2874414622783661, 0.502407968044281]","[0.3162921071052551, 0.5074232220649719]","[0.3506755232810974, 0.5068609118461609]"
"[0.38089630007743835, 0.5018382668495178]","[0.34753257036209106, 0.4928450584411621]","[0.31352847814559937, 0.49445247650146484]","[0.2867603600025177, 0.5026430487632751]","[0.31573519110679626, 0.5075039863586426]","[0.3502107262611389, 0.5068530440330505]"
"[0.3820749521255493, 0.501340925693512]","[0.3487386405467987, 0.49215584993362427]","[0.3146827816963196, 0.49373558163642883]","[0.28790420293807983, 0.5019609332084656]","[0.3169567286968231, 0.5068719983100891]","[0.35141825675964355, 0.5062621831893921]"
"[0.38255786895751953, 0.5015172958374023]","[0.34930822253227234, 0.4921638071537018]","[0.31531858444213867, 0.4937014877796173]","[0.2886987328529358, 0.5019927620887756]","[0.3176004886627197, 0.5069793462753296]","[0.3519282937049866, 0.5064144134521484]"
"[0.38151663541793823, 0.5009331703186035]","[0.34798723459243774, 0.49166107177734375]","[0.31350240111351013, 0.4932229816913605]","[0.2863665223121643, 0.5015806555747986]","[0.3157033324241638, 0.5065674185752869]","[0.35049504041671753, 0.5059306025505066]"
"[0.3808181583881378, 0.5015025734901428]","[0.3470904231071472, 0.4925023913383484]","[0.31264182925224304, 0.49426013231277466]","[0.2854464650154114, 0.5027300119400024]","[0.3148723244667053, 0.5074780583381653]","[0.3497830629348755, 0.5066429376602173]"
"[0.3803524076938629, 0.5017758011817932]","[0.3467487096786499, 0.49282264709472656]","[0.31218743324279785, 0.4945022463798523]","[0.2846222519874573, 0.5029760599136353]","[0.3140464425086975, 0.5077848434448242]","[0.3491325378417969, 0.5069575905799866]"
"[0.38126295804977417, 0.5015646815299988]","[0.34765127301216125, 0.49244630336761475]","[0.3130035400390625, 0.49402695894241333]","[0.2853868901729584, 0.5024843811988831]","[0.3147028684616089, 0.5073865056037903]","[0.34982728958129883, 0.5066717863082886]"
"[0.3829966187477112, 0.5013865232467651]","[0.3495437502861023, 0.4917675256729126]","[0.3150205612182617, 0.49324625730514526]","[0.28791844844818115, 0.5017878413200378]","[0.31689202785491943, 0.5068779587745667]","[0.35173168778419495, 0.5063360929489136]"
"[0.3821091055870056, 0.5009822249412537]","[0.3489440381526947, 0.4912438988685608]","[0.31448331475257874, 0.4924854636192322]","[0.2874414324760437, 0.5008703470230103]","[0.31651604175567627, 0.5061924457550049]","[0.3511815071105957, 0.5057938098907471]"
"[0.38078370690345764, 0.5013781189918518]","[0.3476604223251343, 0.49189844727516174]","[0.3132907748222351, 0.49313971400260925]","[0.2859148383140564, 0.5014403462409973]","[0.31512850522994995, 0.5068178176879883]","[0.3498736619949341, 0.5063624382019043]"
"[0.3814984858036041, 0.5020553469657898]","[0.3485180735588074, 0.4927748739719391]","[0.31437405943870544, 0.49421292543411255]","[0.287037193775177, 0.5026681423187256]","[0.31591325998306274, 0.5077244639396667]","[0.35050326585769653, 0.5071457624435425]"
"[0.3821832537651062, 0.5006338357925415]","[0.3488661050796509, 0.4909273386001587]","[0.3142072260379791, 0.4921455383300781]","[0.2867087125778198, 0.5004913806915283]","[0.3159850537776947, 0.5058823227882385]","[0.3509693443775177, 0.5055030584335327]"
"[0.3803595006465912, 0.5017740726470947]","[0.3473692834377289, 0.49203428626060486]","[0.313029944896698, 0.49336686730384827]","[0.2855589985847473, 0.5020102858543396]","[0.3146341145038605, 0.5073941946029663]","[0.3493047058582306, 0.5069090723991394]"
"[0.3811154365539551, 0.5019153356552124]","[0.3477768301963806, 0.49224257469177246]","[0.31329259276390076, 0.4935646653175354]","[0.28593534231185913, 0.5019460916519165]","[0.31507253646850586, 0.5073232650756836]","[0.3499351739883423, 0.5068936944007874]"
"[0.38126227259635925, 0.5023521780967712]","[0.3482944071292877, 0.492859423160553]","[0.314153254032135, 0.4941660165786743]","[0.2867807149887085, 0.5025074481964111]","[0.315920352935791, 0.5077826976776123]","[0.3504549264907837, 0.5073297023773193]"
"[0.3813212513923645, 0.5029706358909607]","[0.34803590178489685, 0.49431490898132324]","[0.31390082836151123, 0.49597305059432983]","[0.28683367371559143, 0.5040727257728577]","[0.31626808643341064, 0.5087838768959045]","[0.3507786989212036, 0.5080103874206543]"
"[0.38283565640449524, 0.5027416944503784]","[0.3497055768966675, 0.4933435916900635]","[0.315223753452301, 0.494601309299469]","[0.28801706433296204, 0.502785861492157]","[0.3169901371002197, 0.5081259608268738]","[0.3516550064086914, 0.5077361464500427]"
"[0.38421395421028137, 0.5024378299713135]","[0.35075563192367554, 0.4921552836894989]","[0.31577762961387634, 0.49327847361564636]","[0.2886618971824646, 0.5016568303108215]","[0.3179280757904053, 0.5075265169143677]","[0.35276734828948975, 0.5073378086090088]"
"[0.38420969247817993, 0.5028920769691467]","[0.35072028636932373, 0.49279463291168213]","[0.3159753382205963, 0.4940972626209259]","[0.28918492794036865, 0.5025723576545715]","[0.31841200590133667, 0.5081841349601746]","[0.3529859483242035, 0.5078589916229248]"
"[0.3847399353981018, 0.5023249983787537]","[0.3514336347579956, 0.4917939305305481]","[0.3166550397872925, 0.4930054843425751]","[0.2900152802467346, 0.5015741586685181]","[0.3190363049507141, 0.507351279258728]","[0.35356271266937256, 0.5071728229522705]"
"[0.38512444496154785, 0.5030072331428528]","[0.3518291711807251, 0.4929311275482178]","[0.3171696960926056, 0.49420973658561707]","[0.2904078960418701, 0.5026245713233948]","[0.3193841576576233, 0.5082545280456543]","[0.3538517951965332, 0.5079768896102905]"
"[0.3848837614059448, 0.502342939376831]","[0.3513539135456085, 0.4921778440475464]","[0.31645214557647705, 0.49349188804626465]","[0.28977805376052856, 0.5019953846931458]","[0.31897249817848206, 0.50760817527771]","[0.3536277711391449, 0.5072551369667053]"
"[0.38499313592910767, 0.5027569532394409]","[0.3513452708721161, 0.4923259913921356]","[0.3164496123790741, 0.4936903715133667]","[0.28993481397628784, 0.5024328231811523]","[0.3190559446811676, 0.5080931186676025]","[0.35369423031806946, 0.5077394843101501]"
"[0.3847285807132721, 0.5025102496147156]","[0.35174262523651123, 0.4930232763290405]","[0.3177219033241272, 0.49462923407554626]","[0.2913341522216797, 0.5029162168502808]","[0.32047998905181885, 0.5080929398536682]","[0.35444679856300354, 0.5074595212936401]"
"[0.3837484121322632, 0.5046309232711792]","[0.3513641059398651, 0.4955745041370392]","[0.31821340322494507, 0.4972918927669525]","[0.2924334406852722, 0.5056383013725281]","[0.3205351233482361, 0.5104673504829407]","[0.35383686423301697, 0.5097516775131226]"
"[0.38216835260391235, 0.5024482011795044]","[0.34853464365005493, 0.49320095777511597]","[0.3141077756881714, 0.49493587017059326]","[0.2876453101634979, 0.5032514333724976]","[0.31733566522598267, 0.5082826018333435]","[0.35177621245384216, 0.5075226426124573]"
"[0.3838790953159332, 0.50362229347229]","[0.3508875370025635, 0.49392712116241455]","[0.3164390027523041, 0.4952332079410553]","[0.289334237575531, 0.5037270784378052]","[0.3182670474052429, 0.5092207789421082]","[0.3527732193470001, 0.5087475180625916]"
"[0.384337842464447, 0.501011312007904]","[0.3509834110736847, 0.4918835163116455]","[0.3161441683769226, 0.49323761463165283]","[0.2887462377548218, 0.5012693405151367]","[0.31862470507621765, 0.5066208839416504]","[0.3535359501838684, 0.5059695243835449]"
"[0.3829745352268219, 0.5027908086776733]","[0.3501366972923279, 0.4941827952861786]","[0.31586456298828125, 0.49565961956977844]","[0.2881300151348114, 0.5039187669754028]","[0.3174237906932831, 0.5087592005729675]","[0.35215768218040466, 0.5079153776168823]"
"[0.38493749499320984, 0.502662718296051]","[0.35162317752838135, 0.4937228262424469]","[0.31688326597213745, 0.4951874017715454]","[0.2891416549682617, 0.5034837126731873]","[0.318830668926239, 0.508621096611023]","[0.35384705662727356, 0.5078282952308655]"
"[0.3848611116409302, 0.5028689503669739]","[0.35150808095932007, 0.4935252368450165]","[0.3166640102863312, 0.49497461318969727]","[0.28907132148742676, 0.5034316182136536]","[0.31865251064300537, 0.508630096912384]","[0.3536700904369354, 0.5079300403594971]"
"[0.384863942861557, 0.5027801990509033]","[0.35151126980781555, 0.49323976039886475]","[0.3166036903858185, 0.4946221113204956]","[0.2891767621040344, 0.5032098293304443]","[0.3185429275035858, 0.5085188150405884]","[0.3535410165786743, 0.5078738927841187]"
"[0.3862749934196472, 0.5026584267616272]","[0.3529781401157379, 0.49301642179489136]","[0.31813910603523254, 0.49445876479148865]","[0.29095911979675293, 0.503084659576416]","[0.3201172351837158, 0.5084179639816284]","[0.3549569845199585, 0.5078017115592957]"
"[0.38629671931266785, 0.5023853182792664]","[0.35324305295944214, 0.4930456280708313]","[0.31865328550338745, 0.49452242255210876]","[0.2914896309375763, 0.502898633480072]","[0.3207508325576782, 0.508070170879364]","[0.3553449511528015, 0.507395327091217]"
"[0.38607364892959595, 0.5026264786720276]","[0.3527558743953705, 0.49306315183639526]","[0.3179243206977844, 0.4945107102394104]","[0.2907031774520874, 0.5030491948127747]","[0.3199753165245056, 0.5083162188529968]","[0.3548229932785034, 0.5076990723609924]"
"[0.38604164123535156, 0.5017913579940796]","[0.35268494486808777, 0.4923010468482971]","[0.31775516271591187, 0.4935431182384491]","[0.2901286482810974, 0.5016201734542847]","[0.31966066360473633, 0.5068148374557495]","[0.354714572429657, 0.5064345002174377]"
"[0.3851272463798523, 0.5014886260032654]","[0.3520791232585907, 0.4922056198120117]","[0.3175656795501709, 0.49336913228034973]","[0.28968650102615356, 0.501478910446167]","[0.3188287317752838, 0.5067015886306763]","[0.35380274057388306, 0.5063891410827637]"
"[0.3828034996986389, 0.502801239490509]","[0.34943556785583496, 0.49237191677093506]","[0.31463879346847534, 0.4935643672943115]","[0.28707367181777954, 0.5023313760757446]","[0.31634536385536194, 0.5079342722892761]","[0.3512912094593048, 0.5076729655265808]"
"[0.38273167610168457, 0.5023171901702881]","[0.34909433126449585, 0.49214985966682434]","[0.3140512704849243, 0.4932289123535156]","[0.2861819267272949, 0.501650333404541]","[0.31574612855911255, 0.5072401762008667]","[0.35102707147598267, 0.5070972442626953]"
"[0.3844670057296753, 0.5047270059585571]","[0.3515563905239105, 0.496690571308136]","[0.317974328994751, 0.49823886156082153]","[0.2903004288673401, 0.5058658123016357]","[0.3193556070327759, 0.5105802416801453]","[0.3537919521331787, 0.5098956227302551]"
"[0.3841504454612732, 0.5030392408370972]","[0.3511820435523987, 0.49437063932418823]","[0.31692036986351013, 0.4954676330089569]","[0.288662850856781, 0.5030224323272705]","[0.3180779814720154, 0.5082924962043762]","[0.35299497842788696, 0.5078331232070923]"
"[0.38344791531562805, 0.5030317902565002]","[0.35040348768234253, 0.4936606287956238]","[0.3158889412879944, 0.49457845091819763]","[0.2876260280609131, 0.5024864673614502]","[0.3171830177307129, 0.5080919861793518]","[0.35224562883377075, 0.5078176259994507]"
"[0.38508570194244385, 0.5012404918670654]","[0.3520660400390625, 0.4922546446323395]","[0.317554235458374, 0.49321210384368896]","[0.2888806462287903, 0.5008413195610046]","[0.318664014339447, 0.5062532424926758]","[0.35387057065963745, 0.5059717893600464]"
"[0.38502201437950134, 0.5024663209915161]","[0.3520538806915283, 0.4932129681110382]","[0.31753435730934143, 0.4941434860229492]","[0.28913193941116333, 0.5018908381462097]","[0.3184632658958435, 0.5073754787445068]","[0.3535676896572113, 0.5071667432785034]"
"[0.38618797063827515, 0.5020678043365479]","[0.35306453704833984, 0.492975115776062]","[0.318308562040329, 0.4940057694911957]","[0.28994154930114746, 0.5015959739685059]","[0.3199005424976349, 0.5069832801818848]","[0.3550988435745239, 0.5066418647766113]"
"[0.3835386335849762, 0.503101110458374]","[0.350469708442688, 0.4937780499458313]","[0.3157070577144623, 0.49472758173942566]","[0.287323534488678, 0.5026667714118958]","[0.31702181696891785, 0.5082576274871826]","[0.3523422181606293, 0.5079865455627441]"
"[0.3851815462112427, 0.5014660358428955]","[0.3522588312625885, 0.4916697144508362]","[0.31742846965789795, 0.4923103451728821]","[0.28877973556518555, 0.5001771450042725]","[0.3185022473335266, 0.5060439109802246]","[0.3539091646671295, 0.5060870051383972]"
"[0.38328006863594055, 0.5025384426116943]","[0.3503148853778839, 0.4929870069026947]","[0.3156099319458008, 0.4937478005886078]","[0.28680336475372314, 0.5016735792160034]","[0.31642279028892517, 0.5072317719459534]","[0.35183611512184143, 0.5071587562561035]"
"[0.3806971311569214, 0.502124011516571]","[0.3466988205909729, 0.49291539192199707]","[0.3114553391933441, 0.4939166307449341]","[0.282937228679657, 0.5018044114112854]","[0.31283044815063477, 0.507407546043396]","[0.34874099493026733, 0.5071574449539185]"
"[0.38014745712280273, 0.5019358992576599]","[0.34605592489242554, 0.49286478757858276]","[0.3113332986831665, 0.49415844678878784]","[0.28349393606185913, 0.502144455909729]","[0.31323713064193726, 0.5075425505638123]","[0.3487521708011627, 0.5069941282272339]"
"[0.3803059160709381, 0.5016180872917175]","[0.3464481234550476, 0.4920584261417389]","[0.3116082549095154, 0.4933597147464752]","[0.28381139039993286, 0.5016904473304749]","[0.31394416093826294, 0.5072228312492371]","[0.3492843508720398, 0.5066758990287781]"
"[0.3815731704235077, 0.5041450262069702]","[0.34797966480255127, 0.4949950873851776]","[0.3137754499912262, 0.4965994656085968]","[0.2864883840084076, 0.5050793290138245]","[0.31624987721443176, 0.5101531744003296]","[0.3510337769985199, 0.5092993378639221]"
"[0.37913259863853455, 0.5040531158447266]","[0.34563830494880676, 0.49518901109695435]","[0.3109896183013916, 0.4967716634273529]","[0.2835845351219177, 0.5051674842834473]","[0.31320637464523315, 0.5104586482048035]","[0.3481847941875458, 0.5094989538192749]"
"[0.38093721866607666, 0.5030108094215393]","[0.3472749590873718, 0.4938683807849884]","[0.3126552700996399, 0.495373398065567]","[0.28546053171157837, 0.5038180947303772]","[0.3144242465496063, 0.509171187877655]","[0.34945306181907654, 0.508466362953186]"
"[0.38033729791641235, 0.501661479473114]","[0.34678301215171814, 0.49254274368286133]","[0.31242281198501587, 0.494098424911499]","[0.2852628231048584, 0.5024020075798035]","[0.3147623538970947, 0.5075086355209351]","[0.3495613634586334, 0.5068110227584839]"
"[0.3787243962287903, 0.5038645267486572]","[0.34469330310821533, 0.49522098898887634]","[0.30994969606399536, 0.4969502389431]","[0.2823059558868408, 0.5055213570594788]","[0.3117780089378357, 0.5106056928634644]","[0.34720179438591003, 0.5095884799957275]"
"[0.3801349401473999, 0.5030429363250732]","[0.34640705585479736, 0.4942014813423157]","[0.311720609664917, 0.4956705868244171]","[0.28411734104156494, 0.5038512945175171]","[0.3133357763290405, 0.5091488361358643]","[0.348636269569397, 0.5084298253059387]"
"[0.3802627921104431, 0.5017126202583313]","[0.3470514416694641, 0.4931817650794983]","[0.3130243420600891, 0.49475109577178955]","[0.28552454710006714, 0.50285804271698]","[0.31481125950813293, 0.5077919363975525]","[0.3495965600013733, 0.5069719552993774]"
"[0.3797352910041809, 0.5030772686004639]","[0.3463248014450073, 0.4950524866580963]","[0.3123674690723419, 0.49690112471580505]","[0.28514742851257324, 0.5050150752067566]","[0.3145465850830078, 0.509490966796875]","[0.34930500388145447, 0.5083709955215454]"
"[0.37923356890678406, 0.5029506683349609]","[0.34563422203063965, 0.49449893832206726]","[0.31136688590049744, 0.49623847007751465]","[0.2843245267868042, 0.504452645778656]","[0.3134869933128357, 0.5093708038330078]","[0.34839725494384766, 0.5083580017089844]"
"[0.37970495223999023, 0.5036525726318359]","[0.3465113639831543, 0.4958401918411255]","[0.31278136372566223, 0.4976833462715149]","[0.28557920455932617, 0.5057527422904968]","[0.31454378366470337, 0.5102478265762329]","[0.34917205572128296, 0.5091122388839722]"
"[0.38093534111976624, 0.5033665895462036]","[0.3475108742713928, 0.4948510527610779]","[0.3132898211479187, 0.49639764428138733]","[0.28592449426651, 0.5045610070228577]","[0.3148629069328308, 0.5095228552818298]","[0.34981492161750793, 0.5086861848831177]"
"[0.38310566544532776, 0.5031638145446777]","[0.3501065969467163, 0.49426722526550293]","[0.31600213050842285, 0.49582260847091675]","[0.2886791527271271, 0.5043424367904663]","[0.3169361352920532, 0.5093321800231934]","[0.3514772653579712, 0.50864177942276]"
"[0.3842642903327942, 0.5026344060897827]","[0.3505333662033081, 0.4921705722808838]","[0.31546926498413086, 0.49349725246429443]","[0.28838440775871277, 0.5024302005767822]","[0.31707999110221863, 0.5080008506774902]","[0.35213860869407654, 0.5076444745063782]"
"[0.38360175490379333, 0.5027462244033813]","[0.35002806782722473, 0.4926413893699646]","[0.31518808007240295, 0.493996262550354]","[0.28795889019966125, 0.5028162598609924]","[0.31643104553222656, 0.508266806602478]","[0.35143396258354187, 0.5078846216201782]"
"[0.38400930166244507, 0.5030520558357239]","[0.35042357444763184, 0.4929031729698181]","[0.3155815005302429, 0.49427592754364014]","[0.2882656455039978, 0.5030909180641174]","[0.31686854362487793, 0.508502185344696]","[0.35186415910720825, 0.5081354975700378]"
"[0.3837755620479584, 0.5030497908592224]","[0.3497838079929352, 0.4931332468986511]","[0.3147553503513336, 0.4945772886276245]","[0.28729599714279175, 0.503264307975769]","[0.3163190484046936, 0.5085842609405518]","[0.35158777236938477, 0.5081292390823364]"
"[0.3840296268463135, 0.5028004050254822]","[0.3501630425453186, 0.4926943778991699]","[0.3150405287742615, 0.494057297706604]","[0.28734928369522095, 0.5028265118598938]","[0.316516250371933, 0.5082360506057739]","[0.35182586312294006, 0.507835328578949]"
"[0.3839429020881653, 0.5025275945663452]","[0.35026583075523376, 0.49244290590286255]","[0.3154749274253845, 0.4937981963157654]","[0.28777480125427246, 0.5025636553764343]","[0.3168052136898041, 0.5079658031463623]","[0.35194525122642517, 0.5075891613960266]"
"[0.3837122917175293, 0.5023844242095947]","[0.3497239351272583, 0.4922678470611572]","[0.3147349953651428, 0.49367862939834595]","[0.2872679829597473, 0.5024862885475159]","[0.31634247303009033, 0.5080058574676514]","[0.35162344574928284, 0.50753253698349]"
"[0.38432765007019043, 0.5018910765647888]","[0.35065028071403503, 0.4913466274738312]","[0.31595075130462646, 0.4926818013191223]","[0.28895458579063416, 0.5015307664871216]","[0.3177533745765686, 0.5069217085838318]","[0.3526408076286316, 0.5066336393356323]"
"[0.3837037682533264, 0.5021705627441406]","[0.34990113973617554, 0.49250876903533936]","[0.3150610327720642, 0.4939351975917816]","[0.28751447796821594, 0.502409040927887]","[0.3169262707233429, 0.5076674818992615]","[0.35214877128601074, 0.5071555376052856]"
"[0.3837863504886627, 0.50319904088974]","[0.3498772084712982, 0.4938104450702667]","[0.3149985671043396, 0.49535253643989563]","[0.2876097559928894, 0.503962516784668]","[0.31660348176956177, 0.5092160701751709]","[0.35182899236679077, 0.5085458159446716]"
"[0.3828010559082031, 0.5029283165931702]","[0.34874966740608215, 0.4935435652732849]","[0.3139682114124298, 0.49509504437446594]","[0.28694385290145874, 0.5035259127616882]","[0.3159044086933136, 0.5088273286819458]","[0.35110414028167725, 0.5081731081008911]"
"[0.38287055492401123, 0.5021787881851196]","[0.3489567041397095, 0.4921298623085022]","[0.31384608149528503, 0.4934691786766052]","[0.2866513729095459, 0.5021214485168457]","[0.3152596354484558, 0.5077989101409912]","[0.350576788187027, 0.5074009895324707]"
"[0.3817201554775238, 0.5034398436546326]","[0.348400741815567, 0.49465394020080566]","[0.3140966296195984, 0.49613285064697266]","[0.2866060137748718, 0.504264771938324]","[0.31557804346084595, 0.5092952251434326]","[0.3504062592983246, 0.5086196660995483]"
"[0.38050347566604614, 0.5035039186477661]","[0.34721842408180237, 0.4953831136226654]","[0.3130794167518616, 0.49711382389068604]","[0.28571397066116333, 0.5050749778747559]","[0.31483128666877747, 0.5097264647483826]","[0.349476158618927, 0.5087937712669373]"
"[0.38009023666381836, 0.5035915970802307]","[0.3468572497367859, 0.4954335391521454]","[0.31298768520355225, 0.49723994731903076]","[0.286036878824234, 0.505253791809082]","[0.31473639607429504, 0.5098997354507446]","[0.3491359055042267, 0.5089181065559387]"
"[0.38105058670043945, 0.5039817690849304]","[0.3480926752090454, 0.4958477318286896]","[0.31449925899505615, 0.4976293742656708]","[0.287681519985199, 0.5057117938995361]","[0.3160787522792816, 0.5103611350059509]","[0.35021647810935974, 0.5093550086021423]"
"[0.38113901019096375, 0.5029031038284302]","[0.3479689359664917, 0.49449247121810913]","[0.31382638216018677, 0.4960944354534149]","[0.2867698073387146, 0.5040932297706604]","[0.3153783082962036, 0.5090193152427673]","[0.3498888611793518, 0.508173942565918]"
"[0.3810490071773529, 0.5032154321670532]","[0.3475067615509033, 0.4944297969341278]","[0.312948614358902, 0.4960283935070038]","[0.2856748700141907, 0.5042541027069092]","[0.31478726863861084, 0.509306788444519]","[0.34969362616539, 0.5084660053253174]"
"[0.3807638883590698, 0.503936767578125]","[0.34741026163101196, 0.49593865871429443]","[0.3133355677127838, 0.49773645401000977]","[0.28599777817726135, 0.5056909322738647]","[0.31498491764068604, 0.5103837847709656]","[0.3496399521827698, 0.5093536376953125]"
"[0.3813786804676056, 0.503608763217926]","[0.3481162190437317, 0.4952746033668518]","[0.3141932487487793, 0.49702900648117065]","[0.2870296537876129, 0.5051254630088806]","[0.3158271312713623, 0.5098989009857178]","[0.3503050208091736, 0.5089693665504456]"
"[0.3819407522678375, 0.503898024559021]","[0.3488611876964569, 0.49529415369033813]","[0.3151177167892456, 0.49694132804870605]","[0.2882087230682373, 0.5051538944244385]","[0.31663569808006287, 0.5100704431533813]","[0.3509208858013153, 0.5092329382896423]"
"[0.38046136498451233, 0.5029646158218384]","[0.34700384736061096, 0.4943324327468872]","[0.3126406967639923, 0.49597597122192383]","[0.285367876291275, 0.5041456818580627]","[0.31435227394104004, 0.5090991258621216]","[0.34913283586502075, 0.5082588791847229]"
"[0.37973031401634216, 0.5035764575004578]","[0.3461659848690033, 0.4950951933860779]","[0.3118838667869568, 0.4968240261077881]","[0.28477609157562256, 0.5049718618392944]","[0.31376656889915466, 0.5098990797996521]","[0.3485316038131714, 0.5089545249938965]"
"[0.38001546263694763, 0.5043490529060364]","[0.3465031087398529, 0.49564027786254883]","[0.3123329281806946, 0.49736684560775757]","[0.2852785587310791, 0.5057495832443237]","[0.3140924572944641, 0.5107229351997375]","[0.3487647473812103, 0.5098000168800354]"
"[0.3808552324771881, 0.5031960010528564]","[0.3467762768268585, 0.49402326345443726]","[0.31191396713256836, 0.49556872248649597]","[0.28452855348587036, 0.5039318203926086]","[0.3137952387332916, 0.5092180967330933]","[0.3490409851074219, 0.5084754228591919]"
"[0.3804107904434204, 0.5042981505393982]","[0.34637871384620667, 0.4956490695476532]","[0.3117659091949463, 0.497367799282074]","[0.28433942794799805, 0.5057547688484192]","[0.31346598267555237, 0.5107793807983398]","[0.3486429750919342, 0.5098555088043213]"
"[0.37946364283561707, 0.5026130676269531]","[0.34506964683532715, 0.4932948648929596]","[0.30987825989723206, 0.49488726258277893]","[0.28248679637908936, 0.5033664703369141]","[0.3118257522583008, 0.5088138580322266]","[0.3473270535469055, 0.5080602169036865]"
"[0.3804576098918915, 0.5025086998939514]","[0.34664949774742126, 0.49326056241989136]","[0.312094122171402, 0.49489784240722656]","[0.28498488664627075, 0.5033566951751709]","[0.3140915632247925, 0.5085020065307617]","[0.3489810824394226, 0.5077629089355469]"
"[0.3803461790084839, 0.5034476518630981]","[0.34691593050956726, 0.49442794919013977]","[0.312734991312027, 0.496053010225296]","[0.2858717441558838, 0.504443347454071]","[0.31458139419555664, 0.5094617009162903]","[0.3490947186946869, 0.5086976289749146]"
"[0.38005349040031433, 0.5033197999000549]","[0.34622251987457275, 0.4938966631889343]","[0.3115651309490204, 0.49545854330062866]","[0.28456300497055054, 0.5040101408958435]","[0.3133504092693329, 0.5093235373497009]","[0.348286509513855, 0.5086369514465332]"
"[0.38051554560661316, 0.503000020980835]","[0.34661638736724854, 0.49363309144973755]","[0.31195420026779175, 0.49522072076797485]","[0.2849036157131195, 0.5037509799003601]","[0.3139360249042511, 0.509027361869812]","[0.34889382123947144, 0.5083001255989075]"
"[0.38072115182876587, 0.5032370090484619]","[0.3469517230987549, 0.49428921937942505]","[0.31254830956459045, 0.49590003490448]","[0.2853725850582123, 0.5041834712028503]","[0.3144720494747162, 0.509330153465271]","[0.34935930371284485, 0.5085278749465942]"
"[0.38106492161750793, 0.5031380653381348]","[0.34746253490448, 0.4941258132457733]","[0.3129364252090454, 0.4955776631832123]","[0.28539735078811646, 0.5038022398948669]","[0.31441715359687805, 0.5090499520301819]","[0.34943151473999023, 0.5083923935890198]"
"[0.38070282340049744, 0.5027756094932556]","[0.34682121872901917, 0.49384981393814087]","[0.3121512830257416, 0.49537134170532227]","[0.2844812273979187, 0.5035125613212585]","[0.31405922770500183, 0.5087611675262451]","[0.3491870164871216, 0.5080578923225403]"
"[0.38074633479118347, 0.5030256509780884]","[0.34665894508361816, 0.4937841296195984]","[0.311790406703949, 0.4952792227268219]","[0.2843085527420044, 0.5036059021949768]","[0.3137732744216919, 0.508907675743103]","[0.34905803203582764, 0.508232831954956]"
