463,385,387,263,373,380
"[0.501325249671936, 0.5045158267021179]","[0.5409541130065918, 0.4944551885128021]","[0.5754258632659912, 0.4950765371322632]","[0.5992313623428345, 0.5031434893608093]","[0.5732550024986267, 0.5092626214027405]","[0.5388526320457458, 0.5092453956604004]"
"[0.4985693395137787, 0.5039024353027344]","[0.5374504327774048, 0.4938089847564697]","[0.5715581178665161, 0.4944233000278473]","[0.5949385166168213, 0.5025492906570435]","[0.5697568655014038, 0.5087777972221375]","[0.5358142256736755, 0.5088182687759399]"
"[0.5017318725585938, 0.5039613842964172]","[0.541249692440033, 0.49402064085006714]","[0.5755505561828613, 0.49469423294067383]","[0.5991572141647339, 0.5026777386665344]","[0.5732758045196533, 0.5086197853088379]","[0.5390371084213257, 0.508567750453949]"
"[0.4991135001182556, 0.5041913986206055]","[0.5377135276794434, 0.49413222074508667]","[0.571692705154419, 0.4947405755519867]","[0.5949710607528687, 0.5027644634246826]","[0.5698391199111938, 0.5088055729866028]","[0.5360655784606934, 0.5088555812835693]"
"[0.5007972717285156, 0.5042919516563416]","[0.5401284098625183, 0.49411579966545105]","[0.57423996925354, 0.49465322494506836]","[0.5978798270225525, 0.5027009844779968]","[0.5722232460975647, 0.5087068676948547]","[0.5380780696868896, 0.5087935924530029]"
"[0.499336302280426, 0.5035783648490906]","[0.5384862422943115, 0.49373650550842285]","[0.5725557804107666, 0.49445080757141113]","[0.5962522029876709, 0.5025957822799683]","[0.5706352591514587, 0.508461058139801]","[0.5366641283035278, 0.5083966851234436]"
"[0.49902409315109253, 0.504663348197937]","[0.53778076171875, 0.4945411682128906]","[0.5716813206672668, 0.4951827824115753]","[0.5950646996498108, 0.5032902956008911]","[0.5697320699691772, 0.5092940926551819]","[0.5360840559005737, 0.509334146976471]"
"[0.4988997280597687, 0.5041887164115906]","[0.5381170511245728, 0.4944034814834595]","[0.572330892086029, 0.4952890872955322]","[0.5957593321800232, 0.5036425590515137]","[0.5702426433563232, 0.5094829797744751]","[0.5363017320632935, 0.5092989206314087]"
"[0.4997856318950653, 0.5052770376205444]","[0.539191484451294, 0.4948897957801819]","[0.5737314224243164, 0.49532532691955566]","[0.5977891087532043, 0.5036786794662476]","[0.5720703601837158, 0.5099607706069946]","[0.5377437472343445, 0.5100865364074707]"
"[0.4997116029262543, 0.5045540928840637]","[0.5387378931045532, 0.4947509765625]","[0.5728000402450562, 0.4955710470676422]","[0.5959555506706238, 0.5038119554519653]","[0.5706194043159485, 0.5098645091056824]","[0.5368276238441467, 0.5097078680992126]"
"[0.4996801018714905, 0.5048283934593201]","[0.5393022894859314, 0.4945818781852722]","[0.573952317237854, 0.49525463581085205]","[0.5976348519325256, 0.5037952065467834]","[0.5720027089118958, 0.5099515318870544]","[0.5376453399658203, 0.5098991394042969]"
"[0.49941033124923706, 0.5044309496879578]","[0.5389965772628784, 0.4940141439437866]","[0.5737287998199463, 0.4946507513523102]","[0.5973067283630371, 0.5031460523605347]","[0.5717219114303589, 0.5094046592712402]","[0.5373778343200684, 0.5094341039657593]"
"[0.49956873059272766, 0.5045825242996216]","[0.5393049716949463, 0.4935700297355652]","[0.5742385387420654, 0.49420231580734253]","[0.5976678729057312, 0.5029030442237854]","[0.5720142126083374, 0.5092862844467163]","[0.5375582575798035, 0.5094097256660461]"
"[0.49996575713157654, 0.5045692920684814]","[0.5395681262016296, 0.49397405982017517]","[0.5743104815483093, 0.494523823261261]","[0.5978183150291443, 0.5029531121253967]","[0.5721983909606934, 0.5093576312065125]","[0.5377845764160156, 0.5094478726387024]"
"[0.4996423125267029, 0.5040958523750305]","[0.5397549271583557, 0.49371880292892456]","[0.5746313333511353, 0.49443161487579346]","[0.5986383557319641, 0.5030080080032349]","[0.5725306272506714, 0.5092120170593262]","[0.5378417372703552, 0.50914067029953]"
"[0.4980427026748657, 0.5045530796051025]","[0.5372170209884644, 0.4937364161014557]","[0.5717192888259888, 0.4945806562900543]","[0.5949511528015137, 0.5035650134086609]","[0.5697348117828369, 0.5097652077674866]","[0.5356839299201965, 0.5096946358680725]"
"[0.5003936886787415, 0.5037518739700317]","[0.5400490760803223, 0.4934210181236267]","[0.5748511552810669, 0.4940665662288666]","[0.5987116098403931, 0.5025806427001953]","[0.5729801654815674, 0.5086252093315125]","[0.5384610295295715, 0.508582353591919]"
"[0.5000461339950562, 0.5036877393722534]","[0.5386260151863098, 0.493492066860199]","[0.5727220177650452, 0.4941372871398926]","[0.5961094498634338, 0.5025591254234314]","[0.5711802244186401, 0.5085927248001099]","[0.5374253392219543, 0.5085595846176147]"
"[0.5008107423782349, 0.5026518702507019]","[0.5403726100921631, 0.49240511655807495]","[0.575127124786377, 0.49291640520095825]","[0.5993031859397888, 0.5011321306228638]","[0.5734608769416809, 0.5071405172348022]","[0.5388333201408386, 0.5071762204170227]"
"[0.5000463128089905, 0.5024505853652954]","[0.5393343567848206, 0.4925401508808136]","[0.5737797021865845, 0.49329710006713867]","[0.5975350141525269, 0.5016688704490662]","[0.5721302032470703, 0.5075269937515259]","[0.5378345251083374, 0.507404088973999]"
"[0.4997413754463196, 0.5025383830070496]","[0.5387152433395386, 0.49247613549232483]","[0.5731032490730286, 0.49323582649230957]","[0.5967282056808472, 0.5016390085220337]","[0.5714868903160095, 0.5073686838150024]","[0.5372737050056458, 0.5072554349899292]"
"[0.5014561414718628, 0.5028753280639648]","[0.5408965945243835, 0.4930184483528137]","[0.5754788517951965, 0.49350324273109436]","[0.5997928977012634, 0.5015555620193481]","[0.5739019513130188, 0.5073721408843994]","[0.5393342971801758, 0.5073713064193726]"
"[0.5001362562179565, 0.5021587014198303]","[0.539444088935852, 0.49235865473747253]","[0.5738455057144165, 0.4932781159877777]","[0.5973916053771973, 0.5017203688621521]","[0.5719612240791321, 0.507432758808136]","[0.5377562046051025, 0.5072011947631836]"
"[0.5002467036247253, 0.50208580493927]","[0.5391931533813477, 0.49276137351989746]","[0.5731936693191528, 0.4937271475791931]","[0.5966203212738037, 0.5018722414970398]","[0.5713910460472107, 0.5072230100631714]","[0.5374100208282471, 0.5069363713264465]"
"[0.5014576315879822, 0.5025262832641602]","[0.5407698154449463, 0.4930926561355591]","[0.5752453804016113, 0.493838906288147]","[0.5993779897689819, 0.5018572211265564]","[0.573606014251709, 0.5074780583381653]","[0.5391865968704224, 0.5072808861732483]"
"[0.5005790591239929, 0.5025935173034668]","[0.5396194458007812, 0.49335649609565735]","[0.5739614367485046, 0.4940682649612427]","[0.5982856154441833, 0.5020691156387329]","[0.5725070834159851, 0.507476806640625]","[0.5382207036018372, 0.507275402545929]"
"[0.5007724761962891, 0.5025932788848877]","[0.5400236248970032, 0.49378687143325806]","[0.574262261390686, 0.49449455738067627]","[0.5987705588340759, 0.502223789691925]","[0.5728151798248291, 0.5076119899749756]","[0.538430392742157, 0.5073758959770203]"
"[0.5002366900444031, 0.502657413482666]","[0.5394303202629089, 0.49367761611938477]","[0.5737510323524475, 0.4944506585597992]","[0.5980243682861328, 0.5023477077484131]","[0.5721454620361328, 0.5077433586120605]","[0.5378640294075012, 0.5074996948242188]"
"[0.4998232126235962, 0.5022598505020142]","[0.5390516519546509, 0.49407052993774414]","[0.5728444457054138, 0.49505704641342163]","[0.5973057746887207, 0.5029163360595703]","[0.5715325474739075, 0.5081731677055359]","[0.5374113917350769, 0.5076953172683716]"
"[0.4974118769168854, 0.5024641156196594]","[0.5364547967910767, 0.4927164614200592]","[0.5705782771110535, 0.49359017610549927]","[0.5947004556655884, 0.5024694800376892]","[0.5695182681083679, 0.508396565914154]","[0.5353764295578003, 0.5081499218940735]"
"[0.4993845522403717, 0.5033938884735107]","[0.538560152053833, 0.49483293294906616]","[0.5721620321273804, 0.49627700448036194]","[0.5957306027412415, 0.5047879219055176]","[0.5700390338897705, 0.5097652077674866]","[0.5362919569015503, 0.5089817047119141]"
"[0.5002007484436035, 0.5032598972320557]","[0.5389463305473328, 0.49420687556266785]","[0.5727699995040894, 0.49519187211990356]","[0.59703528881073, 0.50360506772995]","[0.5716438293457031, 0.5091930627822876]","[0.5377674698829651, 0.5088289976119995]"
"[0.49891141057014465, 0.5031867027282715]","[0.5380747318267822, 0.4942007064819336]","[0.5717916488647461, 0.49537187814712524]","[0.5955640077590942, 0.5039637684822083]","[0.5698028206825256, 0.5094055533409119]","[0.5359781384468079, 0.5088398456573486]"
"[0.49919062852859497, 0.5030816197395325]","[0.5384504199028015, 0.4934489130973816]","[0.572779655456543, 0.4943769872188568]","[0.59702068567276, 0.5030789375305176]","[0.5712296366691589, 0.5088799595832825]","[0.5370292663574219, 0.5085955858230591]"
"[0.49882835149765015, 0.5033759474754333]","[0.5380580425262451, 0.4942595064640045]","[0.5719999670982361, 0.4952850937843323]","[0.59586101770401, 0.5039169192314148]","[0.5704925060272217, 0.5096075534820557]","[0.5364058613777161, 0.5091553330421448]"
"[0.499148964881897, 0.5031670928001404]","[0.5382896065711975, 0.4940462112426758]","[0.5724327564239502, 0.49497586488723755]","[0.5966395139694214, 0.5035242438316345]","[0.571103572845459, 0.5092693567276001]","[0.5369332432746887, 0.5089048147201538]"
"[0.4986433982849121, 0.5026904940605164]","[0.5376484394073486, 0.4940814673900604]","[0.5714413523674011, 0.49513232707977295]","[0.5954335331916809, 0.5034013390541077]","[0.5699783563613892, 0.5088793635368347]","[0.536026656627655, 0.5083752274513245]"
"[0.499013751745224, 0.5024769902229309]","[0.5381180644035339, 0.4933208227157593]","[0.5721772313117981, 0.4943282902240753]","[0.5961978435516357, 0.5028228759765625]","[0.5707563161849976, 0.5084630250930786]","[0.5366478562355042, 0.5080196857452393]"
"[0.49944955110549927, 0.5023554563522339]","[0.5389275550842285, 0.49306029081344604]","[0.5731481313705444, 0.494186133146286]","[0.5970039367675781, 0.5028311610221863]","[0.5713752508163452, 0.5085275173187256]","[0.5371274948120117, 0.5079919695854187]"
"[0.49923062324523926, 0.5025190114974976]","[0.5384559035301208, 0.49332019686698914]","[0.572306752204895, 0.4945085644721985]","[0.5961295366287231, 0.5033310651779175]","[0.5707989931106567, 0.508909285068512]","[0.5368090271949768, 0.5083620548248291]"
"[0.4996525049209595, 0.502917468547821]","[0.5387898087501526, 0.49406498670578003]","[0.5725903511047363, 0.4953898787498474]","[0.5964630842208862, 0.5041271448135376]","[0.5710904598236084, 0.5095330476760864]","[0.5371531248092651, 0.5088879466056824]"
"[0.49834737181663513, 0.5025972127914429]","[0.5374817848205566, 0.49398258328437805]","[0.571147084236145, 0.4952745735645294]","[0.5951988697052002, 0.5037966966629028]","[0.569774866104126, 0.5090540647506714]","[0.5358295440673828, 0.508453369140625]"
"[0.4985693693161011, 0.5029882192611694]","[0.5382667779922485, 0.49351394176483154]","[0.5728325247764587, 0.4943349361419678]","[0.5977251529693604, 0.5025600790977478]","[0.5715320110321045, 0.508407711982727]","[0.5368514060974121, 0.508189857006073]"
"[0.4983596205711365, 0.5020624995231628]","[0.537208616733551, 0.4930642545223236]","[0.571424663066864, 0.4938134253025055]","[0.5958561897277832, 0.5018192529678345]","[0.570331871509552, 0.5075504779815674]","[0.5360760688781738, 0.5072823762893677]"
"[0.500409722328186, 0.5027152895927429]","[0.5393149256706238, 0.4934638738632202]","[0.5735406875610352, 0.4943973422050476]","[0.5975761413574219, 0.502716600894928]","[0.5721008777618408, 0.5082660913467407]","[0.5379984378814697, 0.507878303527832]"
"[0.49983611702919006, 0.5029044151306152]","[0.5389621257781982, 0.49392908811569214]","[0.5731154680252075, 0.4948808252811432]","[0.5974916219711304, 0.5031135678291321]","[0.5720358490943909, 0.5086169242858887]","[0.5377741456031799, 0.5082234144210815]"
"[0.5001912117004395, 0.5027121305465698]","[0.539331316947937, 0.4943237006664276]","[0.5733649134635925, 0.49532845616340637]","[0.5979087352752686, 0.5032727122306824]","[0.5721924304962158, 0.5085457563400269]","[0.5379233360290527, 0.5080505609512329]"
"[0.49894949793815613, 0.5027233362197876]","[0.5378352403640747, 0.4940134584903717]","[0.5718533992767334, 0.49498507380485535]","[0.5963115692138672, 0.5031490325927734]","[0.5706932544708252, 0.5085274577140808]","[0.536544144153595, 0.5080685019493103]"
"[0.49838417768478394, 0.5027787089347839]","[0.537656307220459, 0.4936893582344055]","[0.5719413161277771, 0.4946296811103821]","[0.596413791179657, 0.5028730034828186]","[0.5705984234809875, 0.5082661509513855]","[0.5363051295280457, 0.5079073309898376]"
"[0.4978119730949402, 0.5028601884841919]","[0.5369167923927307, 0.49366074800491333]","[0.5710839033126831, 0.49463677406311035]","[0.5952224731445312, 0.5029804706573486]","[0.5695898532867432, 0.5084543228149414]","[0.5354543924331665, 0.5080744028091431]"
"[0.49754393100738525, 0.5028412342071533]","[0.5367087125778198, 0.49349525570869446]","[0.5709536671638489, 0.49444812536239624]","[0.595111072063446, 0.5029190182685852]","[0.5694624185562134, 0.5084623694419861]","[0.5352715253829956, 0.508105456829071]"
"[0.4974914789199829, 0.5029386281967163]","[0.5365617275238037, 0.4936814308166504]","[0.5706772804260254, 0.4946553707122803]","[0.594818115234375, 0.5031061172485352]","[0.5692166090011597, 0.5086148977279663]","[0.5351074934005737, 0.5082347989082336]"
"[0.49782517552375793, 0.5030468702316284]","[0.5369482040405273, 0.49381783604621887]","[0.571128249168396, 0.4947775900363922]","[0.5952962636947632, 0.5032215118408203]","[0.5696410536766052, 0.5087342262268066]","[0.5354639291763306, 0.5083457827568054]"
"[0.49821388721466064, 0.5030215978622437]","[0.5374012589454651, 0.493935227394104]","[0.5715880393981934, 0.4948820471763611]","[0.5958947539329529, 0.5032172203063965]","[0.5700410604476929, 0.508674681186676]","[0.5358206033706665, 0.5082591772079468]"
"[0.4967464208602905, 0.5038959980010986]","[0.535917341709137, 0.49549102783203125]","[0.5697614550590515, 0.49658817052841187]","[0.5936353802680969, 0.5045443773269653]","[0.5679728388786316, 0.5097144246101379]","[0.5338526368141174, 0.5091502666473389]"
"[0.49663978815078735, 0.5035306811332703]","[0.5359455943107605, 0.4946804344654083]","[0.5701044797897339, 0.49562352895736694]","[0.5946639180183411, 0.5037912726402283]","[0.569098949432373, 0.5092223882675171]","[0.5346316695213318, 0.5088222026824951]"
"[0.49690040946006775, 0.5027517080307007]","[0.536260724067688, 0.4942595660686493]","[0.5704406499862671, 0.4955752491950989]","[0.5945426225662231, 0.5036249756813049]","[0.5688639283180237, 0.5086126923561096]","[0.5345166921615601, 0.5079914331436157]"
"[0.49589017033576965, 0.501847505569458]","[0.5355546474456787, 0.4928484261035919]","[0.5697554349899292, 0.49405646324157715]","[0.5937748551368713, 0.5022715330123901]","[0.5680394172668457, 0.5074317455291748]","[0.5335868000984192, 0.5068885087966919]"
"[0.49653491377830505, 0.5021673440933228]","[0.5359253883361816, 0.492761492729187]","[0.5703071355819702, 0.49386489391326904]","[0.5944111347198486, 0.502246618270874]","[0.5687608122825623, 0.5075690746307373]","[0.5343631505966187, 0.5071284174919128]"
"[0.4964083731174469, 0.5022661685943604]","[0.5359772443771362, 0.49290382862091064]","[0.5705186128616333, 0.4940357506275177]","[0.5947506427764893, 0.5025032758712769]","[0.5690774917602539, 0.5078088641166687]","[0.5344800353050232, 0.5073542594909668]"
"[0.49616867303848267, 0.5022136569023132]","[0.5358226895332336, 0.49306538701057434]","[0.5702178478240967, 0.4941224157810211]","[0.5947007536888123, 0.5024444460868835]","[0.568751871585846, 0.5077534914016724]","[0.534113883972168, 0.5072863698005676]"
"[0.49625733494758606, 0.5022910833358765]","[0.5356686115264893, 0.49324697256088257]","[0.5701355934143066, 0.49446314573287964]","[0.5942167043685913, 0.5027364492416382]","[0.5683774352073669, 0.5078940987586975]","[0.5339096784591675, 0.5073350071907043]"
"[0.49642789363861084, 0.501883327960968]","[0.5361068844795227, 0.4928539991378784]","[0.570683479309082, 0.4939883351325989]","[0.5951206088066101, 0.5022015571594238]","[0.5690793991088867, 0.5073594450950623]","[0.5343570709228516, 0.5068448185920715]"
"[0.49688056111335754, 0.5023495554924011]","[0.536065936088562, 0.4934391975402832]","[0.5703362226486206, 0.4945583939552307]","[0.5945586562156677, 0.5026814341545105]","[0.5687007904052734, 0.5077851414680481]","[0.5343759655952454, 0.5072816610336304]"
"[0.49754881858825684, 0.5021929144859314]","[0.5368224382400513, 0.49324938654899597]","[0.5709518790245056, 0.49436044692993164]","[0.5950713157653809, 0.5023540258407593]","[0.5689234733581543, 0.5074499845504761]","[0.534730076789856, 0.5068937540054321]"
"[0.4979455769062042, 0.5021556615829468]","[0.5367457866668701, 0.49349114298820496]","[0.5705604553222656, 0.49485665559768677]","[0.5941414833068848, 0.502986490726471]","[0.5684311389923096, 0.507912278175354]","[0.5346652865409851, 0.5071641802787781]"
"[0.49543794989585876, 0.50240558385849]","[0.5343088507652283, 0.4930403530597687]","[0.5681970119476318, 0.49414193630218506]","[0.5921781063079834, 0.5025791525840759]","[0.5668830871582031, 0.5078139901161194]","[0.5329009890556335, 0.5074554085731506]"
"[0.4977291226387024, 0.5024787187576294]","[0.53671795129776, 0.49285784363746643]","[0.5708498358726501, 0.4939166307449341]","[0.5949125289916992, 0.5024635791778564]","[0.5694385766983032, 0.5078966617584229]","[0.5353845953941345, 0.5075970888137817]"
"[0.4960401654243469, 0.5024297833442688]","[0.5347272753715515, 0.49339622259140015]","[0.5685206651687622, 0.49442583322525024]","[0.5925503969192505, 0.5023363828659058]","[0.5668532252311707, 0.5075940489768982]","[0.5330554246902466, 0.5072554349899292]"
"[0.49700871109962463, 0.502630889415741]","[0.5360784530639648, 0.49332648515701294]","[0.5701524615287781, 0.4944031834602356]","[0.5943098068237305, 0.502755343914032]","[0.5685554146766663, 0.5080432891845703]","[0.5344563722610474, 0.5076597332954407]"
"[0.49742838740348816, 0.5031177401542664]","[0.536738932132721, 0.4931749701499939]","[0.571185290813446, 0.49429646134376526]","[0.5952050685882568, 0.5030869841575623]","[0.5694600939750671, 0.5085219144821167]","[0.5352275967597961, 0.508175253868103]"
"[0.49771589040756226, 0.5027201771736145]","[0.53693687915802, 0.4927510917186737]","[0.5713168382644653, 0.4938565790653229]","[0.5952242612838745, 0.5025783777236938]","[0.5695427656173706, 0.508013129234314]","[0.535325288772583, 0.5076820850372314]"
"[0.4979155361652374, 0.5031125545501709]","[0.53725266456604, 0.493387371301651]","[0.5717761516571045, 0.49454858899116516]","[0.5956645607948303, 0.5031589865684509]","[0.5699672698974609, 0.5085533857345581]","[0.5356351137161255, 0.5081633925437927]"
"[0.497622013092041, 0.5025101900100708]","[0.5366308689117432, 0.49286362528800964]","[0.5708919763565063, 0.4938766062259674]","[0.5948435068130493, 0.502348005771637]","[0.5694401860237122, 0.5078045725822449]","[0.5353416800498962, 0.507527768611908]"
"[0.49854475259780884, 0.5020424127578735]","[0.5375487804412842, 0.4928770959377289]","[0.5717337131500244, 0.49381202459335327]","[0.5959940552711487, 0.501832127571106]","[0.5701383948326111, 0.5071356892585754]","[0.5359989404678345, 0.5067766904830933]"
"[0.49755528569221497, 0.5022845268249512]","[0.5366263389587402, 0.49278467893600464]","[0.5710369348526001, 0.4936871826648712]","[0.59525465965271, 0.5018906593322754]","[0.5693802833557129, 0.5073363184928894]","[0.5352096557617188, 0.5070498585700989]"
"[0.49776870012283325, 0.5022459030151367]","[0.5372048020362854, 0.4927962124347687]","[0.5717207789421082, 0.49382537603378296]","[0.5957387685775757, 0.5020334124565125]","[0.5697773694992065, 0.5075433254241943]","[0.5354185104370117, 0.507207453250885]"
"[0.49899643659591675, 0.5026512145996094]","[0.5379261374473572, 0.4929700493812561]","[0.5722631216049194, 0.4939890503883362]","[0.5961976051330566, 0.5023385882377625]","[0.5705265998840332, 0.5077904462814331]","[0.5364533066749573, 0.5074766874313354]"
"[0.5005475878715515, 0.5040902495384216]","[0.5396395921707153, 0.49468639492988586]","[0.5739752054214478, 0.4958053529262543]","[0.5977833867073059, 0.5041320323944092]","[0.5720038414001465, 0.5093655586242676]","[0.5379646420478821, 0.5089069604873657]"
"[0.5007341504096985, 0.5042027235031128]","[0.5395818948745728, 0.49476540088653564]","[0.5737051963806152, 0.4956795275211334]","[0.5975183844566345, 0.5037655234336853]","[0.5720484256744385, 0.509235680103302]","[0.5380869507789612, 0.5089324712753296]"
"[0.5003995895385742, 0.5036987066268921]","[0.5394322276115417, 0.49479660391807556]","[0.5734214186668396, 0.4958082437515259]","[0.5973696708679199, 0.5037176609039307]","[0.5716232061386108, 0.5088749527931213]","[0.5376828908920288, 0.508475661277771]"
"[0.4996121823787689, 0.5040249824523926]","[0.5381125211715698, 0.49469834566116333]","[0.5720165967941284, 0.49576643109321594]","[0.5954796671867371, 0.5038756728172302]","[0.5704010128974915, 0.5091304183006287]","[0.5366480350494385, 0.5088151097297668]"
"[0.5002945065498352, 0.5038161873817444]","[0.538922905921936, 0.4947027564048767]","[0.5727916955947876, 0.4956076443195343]","[0.5967214703559875, 0.5034637451171875]","[0.5712575912475586, 0.508736252784729]","[0.5374575853347778, 0.5084565877914429]"
"[0.49970951676368713, 0.503919243812561]","[0.5382019877433777, 0.4949047863483429]","[0.571892261505127, 0.4959205389022827]","[0.5956481695175171, 0.5037180185317993]","[0.5701270699501038, 0.508866012096405]","[0.5364851355552673, 0.5085285902023315]"
"[0.499198853969574, 0.5038242936134338]","[0.5372322797775269, 0.49515631794929504]","[0.5705369114875793, 0.4962157905101776]","[0.5941692590713501, 0.5039636492729187]","[0.5690843462944031, 0.5089955925941467]","[0.5357208251953125, 0.50862717628479]"
"[0.49935880303382874, 0.5035751461982727]","[0.5374993085861206, 0.49516788125038147]","[0.5706738233566284, 0.49622997641563416]","[0.5943751931190491, 0.5038158893585205]","[0.5691648721694946, 0.5087105631828308]","[0.5358384847640991, 0.5083153247833252]"
"[0.49908819794654846, 0.5038548707962036]","[0.5368614196777344, 0.4954284131526947]","[0.5698073506355286, 0.49651890993118286]","[0.5933115482330322, 0.5041545629501343]","[0.5684243440628052, 0.5090109705924988]","[0.5353657603263855, 0.5086274743080139]"
"[0.4987984895706177, 0.5040660500526428]","[0.536731481552124, 0.4956098794937134]","[0.5697375535964966, 0.49665164947509766]","[0.5935328006744385, 0.5042808055877686]","[0.5683690905570984, 0.5091862678527832]","[0.5351924896240234, 0.5088134407997131]"
"[0.4992216229438782, 0.5050742030143738]","[0.5369702577590942, 0.49786821007728577]","[0.5695405006408691, 0.4991191327571869]","[0.5932303667068481, 0.5062953233718872]","[0.5680767297744751, 0.5106939077377319]","[0.5351197123527527, 0.5100608468055725]"
"[0.4998811185359955, 0.505268931388855]","[0.5379831790924072, 0.49837151169776917]","[0.5708620548248291, 0.4994221031665802]","[0.5953640937805176, 0.5064565539360046]","[0.5701775550842285, 0.5110777020454407]","[0.5366513133049011, 0.5104883313179016]"
"[0.5003288388252258, 0.5046476125717163]","[0.5383425354957581, 0.4984050989151001]","[0.5711771845817566, 0.49947723746299744]","[0.5955973267555237, 0.5060314536094666]","[0.5701727867126465, 0.5104669332504272]","[0.5366641879081726, 0.5098119378089905]"
"[0.4991314709186554, 0.5048211812973022]","[0.5374066233634949, 0.49765437841415405]","[0.5705403685569763, 0.4984873831272125]","[0.5950087308883667, 0.5054788589477539]","[0.5696102380752563, 0.5103945136070251]","[0.5359949469566345, 0.5099630951881409]"
"[0.4989807605743408, 0.5047788619995117]","[0.5374126434326172, 0.4968772232532501]","[0.5709025263786316, 0.4975717067718506]","[0.5951890349388123, 0.5047407746315002]","[0.569746732711792, 0.5098877549171448]","[0.5359620451927185, 0.5096068382263184]"
"[0.5009254813194275, 0.5046122074127197]","[0.5404055118560791, 0.496533066034317]","[0.5744134187698364, 0.49741145968437195]","[0.5988630652427673, 0.504873514175415]","[0.5729203224182129, 0.510090708732605]","[0.5385270714759827, 0.5096850395202637]"
"[0.4988115131855011, 0.503953218460083]","[0.5371406078338623, 0.4964815080165863]","[0.5704835057258606, 0.4974935054779053]","[0.5946435332298279, 0.5045916438102722]","[0.5693575143814087, 0.5093498826026917]","[0.5356921553611755, 0.5089238882064819]"
"[0.500534176826477, 0.5032262802124023]","[0.5391800999641418, 0.4954124689102173]","[0.5728241205215454, 0.49616581201553345]","[0.5974372029304504, 0.5031158328056335]","[0.5714294910430908, 0.5080947875976562]","[0.5374610424041748, 0.5077390670776367]"
"[0.5011862516403198, 0.5031521320343018]","[0.5395228862762451, 0.4956077039241791]","[0.5729738473892212, 0.496431440114975]","[0.5972398519515991, 0.5033254623413086]","[0.5715802907943726, 0.5081435441970825]","[0.5378084778785706, 0.5077438950538635]"
"[0.5012479424476624, 0.5028184056282043]","[0.5399056673049927, 0.49486494064331055]","[0.5735839605331421, 0.49563366174697876]","[0.5979431867599487, 0.5027003884315491]","[0.5721890330314636, 0.5077618360519409]","[0.5381592512130737, 0.5074129104614258]"
"[0.5001147985458374, 0.5029991269111633]","[0.538674533367157, 0.49500858783721924]","[0.5722644329071045, 0.4957864284515381]","[0.5966373682022095, 0.502870500087738]","[0.5708428621292114, 0.5079242587089539]","[0.5368738174438477, 0.507595956325531]"
"[0.501095712184906, 0.5028272867202759]","[0.5397987961769104, 0.4946519136428833]","[0.5734959840774536, 0.49554261565208435]","[0.5976446866989136, 0.5027663707733154]","[0.5718201398849487, 0.5077553391456604]","[0.5378420352935791, 0.5073836445808411]"
"[0.49990376830101013, 0.5021419525146484]","[0.5385538339614868, 0.49453073740005493]","[0.5720165967941284, 0.4955296516418457]","[0.5965272188186646, 0.5027006268501282]","[0.5705327391624451, 0.5074899792671204]","[0.5366358757019043, 0.5069697499275208]"
"[0.5008931756019592, 0.5020641088485718]","[0.5396861433982849, 0.49379175901412964]","[0.5735460519790649, 0.49481356143951416]","[0.5980004668235779, 0.502490758895874]","[0.5719119310379028, 0.5074175000190735]","[0.5379060506820679, 0.5069055557250977]"
"[0.4994785785675049, 0.50340336561203]","[0.5385608673095703, 0.49441295862197876]","[0.5728124380111694, 0.4951127767562866]","[0.5976085662841797, 0.502805769443512]","[0.5712071061134338, 0.5082316994667053]","[0.536945641040802, 0.5079740285873413]"
"[0.49954983592033386, 0.5035290122032166]","[0.5387176871299744, 0.4948744475841522]","[0.572927713394165, 0.49558815360069275]","[0.5978175401687622, 0.5032563805580139]","[0.5714728832244873, 0.5085528492927551]","[0.5370578765869141, 0.5082422494888306]"
"[0.4993396997451782, 0.5032463073730469]","[0.5384512543678284, 0.49481305480003357]","[0.5725486278533936, 0.49559134244918823]","[0.5974864363670349, 0.5031834840774536]","[0.5713645219802856, 0.50848788022995]","[0.536941647529602, 0.5081579685211182]"
"[0.4990767240524292, 0.5027068257331848]","[0.5380954742431641, 0.4944069981575012]","[0.5721590518951416, 0.4952108860015869]","[0.5970466136932373, 0.5027316212654114]","[0.5709455013275146, 0.5078884959220886]","[0.5366115570068359, 0.5075238347053528]"
"[0.49889326095581055, 0.5025554299354553]","[0.537879467010498, 0.49460625648498535]","[0.5717238783836365, 0.4955044388771057]","[0.5965715646743774, 0.5029541254043579]","[0.5705217719078064, 0.5079033374786377]","[0.5362955331802368, 0.50743567943573]"
"[0.49971631169319153, 0.5025163888931274]","[0.538949728012085, 0.49499940872192383]","[0.572746992111206, 0.49603942036628723]","[0.597534716129303, 0.503433346748352]","[0.5714228749275208, 0.5082473754882812]","[0.5371103882789612, 0.5076186656951904]"
"[0.49872809648513794, 0.5022525191307068]","[0.5375720262527466, 0.4949039816856384]","[0.5711727142333984, 0.4958654046058655]","[0.595980703830719, 0.5030903816223145]","[0.5699766278266907, 0.5079424977302551]","[0.5358821153640747, 0.5073517560958862]"
"[0.4986626207828522, 0.5022403001785278]","[0.5373538136482239, 0.4950063228607178]","[0.570695161819458, 0.49607053399086]","[0.5952858328819275, 0.5032283067703247]","[0.5696378350257874, 0.5079177021980286]","[0.5356990098953247, 0.507349967956543]"
