463,385,387,263,373,380
"[0.49753862619400024, 0.5048073530197144]","[0.5360161662101746, 0.49984532594680786]","[0.5684300065040588, 0.500642716884613]","[0.5935357809066772, 0.5065015554428101]","[0.5680363178253174, 0.5110200643539429]","[0.5343568325042725, 0.5104442834854126]"
"[0.49692219495773315, 0.5042232275009155]","[0.5352518558502197, 0.4992862939834595]","[0.5678284764289856, 0.5000205636024475]","[0.5929571986198425, 0.5057383179664612]","[0.5674960613250732, 0.5103496313095093]","[0.5337939262390137, 0.5097810626029968]"
"[0.4969596862792969, 0.5036067366600037]","[0.5355091094970703, 0.49783217906951904]","[0.5681437253952026, 0.49864423274993896]","[0.59283846616745, 0.5049310922622681]","[0.5674001574516296, 0.5097144246101379]","[0.533765435218811, 0.5091976523399353]"
"[0.49737125635147095, 0.5035133361816406]","[0.5360431671142578, 0.49718737602233887]","[0.5691616535186768, 0.4979381859302521]","[0.5940375924110413, 0.5045934915542603]","[0.5685657262802124, 0.5095524191856384]","[0.5346666574478149, 0.5090797543525696]"
"[0.4968124032020569, 0.5038667321205139]","[0.5355604290962219, 0.49666741490364075]","[0.5688850283622742, 0.4972582459449768]","[0.5940508842468262, 0.504288375377655]","[0.5684271454811096, 0.5095886588096619]","[0.5344054698944092, 0.5093176364898682]"
"[0.49642276763916016, 0.5034647583961487]","[0.5352169871330261, 0.4956791400909424]","[0.5689576864242554, 0.49619680643081665]","[0.5942822098731995, 0.5035521984100342]","[0.568587601184845, 0.5091484189033508]","[0.5343846678733826, 0.5089758038520813]"
"[0.497043251991272, 0.5034373998641968]","[0.5363205671310425, 0.49587512016296387]","[0.5699607133865356, 0.4965690076351166]","[0.594875693321228, 0.5040278434753418]","[0.5693090558052063, 0.5096169114112854]","[0.5349514484405518, 0.5092997550964355]"
"[0.49695074558258057, 0.5026440024375916]","[0.536314070224762, 0.49444013833999634]","[0.5702318549156189, 0.49514758586883545]","[0.5952507257461548, 0.5029791593551636]","[0.569589376449585, 0.5086998343467712]","[0.5351352095603943, 0.5084658861160278]"
"[0.49696484208106995, 0.5027461051940918]","[0.5367766618728638, 0.493654727935791]","[0.5710064172744751, 0.4945431351661682]","[0.595305323600769, 0.50287264585495]","[0.5696858167648315, 0.5087254643440247]","[0.5351438522338867, 0.5085043907165527]"
"[0.49746793508529663, 0.5019083619117737]","[0.5370848178863525, 0.4929453730583191]","[0.5712472200393677, 0.4939207434654236]","[0.5956238508224487, 0.5023289918899536]","[0.5699977874755859, 0.5081270933151245]","[0.5355855822563171, 0.5077874660491943]"
"[0.49642711877822876, 0.5022467970848083]","[0.535851240158081, 0.49311187863349915]","[0.5698249340057373, 0.4939923882484436]","[0.5939772129058838, 0.5022603869438171]","[0.5685310959815979, 0.5082024335861206]","[0.5342757105827332, 0.5079869627952576]"
"[0.4963298738002777, 0.5019987225532532]","[0.5357321500778198, 0.4925406575202942]","[0.5698678493499756, 0.49344775080680847]","[0.5937967896461487, 0.5017626881599426]","[0.5683512091636658, 0.5077474117279053]","[0.5341115593910217, 0.5075844526290894]"
"[0.49660900235176086, 0.5022027492523193]","[0.5359419584274292, 0.4928038716316223]","[0.5699320435523987, 0.49366769194602966]","[0.5940646529197693, 0.5019999146461487]","[0.5686118006706238, 0.5079367756843567]","[0.5343777537345886, 0.5077332258224487]"
"[0.4964330792427063, 0.501856803894043]","[0.5358589887619019, 0.49236857891082764]","[0.5701799392700195, 0.49319204688072205]","[0.5943094491958618, 0.5015388131141663]","[0.56890469789505, 0.5075477361679077]","[0.5344858169555664, 0.5074148178100586]"
"[0.4967769682407379, 0.5016926527023315]","[0.5362094640731812, 0.4926972985267639]","[0.5702451467514038, 0.4935793876647949]","[0.594455897808075, 0.5017322301864624]","[0.568920373916626, 0.5074993371963501]","[0.5345812439918518, 0.5072400569915771]"
"[0.49684906005859375, 0.5018925070762634]","[0.5361238718032837, 0.49284887313842773]","[0.5702552795410156, 0.4936762750148773]","[0.5943748950958252, 0.5017582774162292]","[0.5689194202423096, 0.5075774192810059]","[0.5346048474311829, 0.5073452591896057]"
"[0.49718546867370605, 0.5014054179191589]","[0.5364313125610352, 0.4924890995025635]","[0.5706056952476501, 0.4934258759021759]","[0.5946056246757507, 0.501679003238678]","[0.5693309903144836, 0.5073758363723755]","[0.5350446105003357, 0.5070180892944336]"
"[0.49611663818359375, 0.5006709694862366]","[0.5352143049240112, 0.4918612539768219]","[0.5692561268806458, 0.4928871691226959]","[0.5931811332702637, 0.5011290311813354]","[0.5681291818618774, 0.5068138241767883]","[0.5339174270629883, 0.5064098834991455]"
"[0.4971258342266083, 0.5010329484939575]","[0.5360262393951416, 0.4921627342700958]","[0.5696601271629333, 0.49322178959846497]","[0.5935291647911072, 0.5015660524368286]","[0.568337619304657, 0.5069646835327148]","[0.5344167947769165, 0.5064969062805176]"
"[0.4965158998966217, 0.5014702677726746]","[0.5354745388031006, 0.49313586950302124]","[0.5692570209503174, 0.4940909147262573]","[0.5937164425849915, 0.5021308660507202]","[0.5684256553649902, 0.5074640512466431]","[0.5341947078704834, 0.5070680379867554]"
"[0.4980863332748413, 0.502228319644928]","[0.5369740724563599, 0.4932202100753784]","[0.5710354447364807, 0.4940955638885498]","[0.5950164198875427, 0.5023384690284729]","[0.5698912143707275, 0.507951021194458]","[0.5357120037078857, 0.5076003670692444]"
"[0.4991929531097412, 0.5020729303359985]","[0.5384698510169983, 0.49290764331817627]","[0.572797417640686, 0.49370822310447693]","[0.5969602465629578, 0.501975953578949]","[0.5716944336891174, 0.5078164339065552]","[0.5372364521026611, 0.5075178146362305]"
"[0.49915894865989685, 0.5025944709777832]","[0.5380865931510925, 0.4936092793941498]","[0.5720959901809692, 0.4944884181022644]","[0.5960587859153748, 0.5027843713760376]","[0.5708990097045898, 0.5084688663482666]","[0.5367724895477295, 0.5080930590629578]"
"[0.49891936779022217, 0.5022367835044861]","[0.5379550457000732, 0.4930935204029083]","[0.572178065776825, 0.49388107657432556]","[0.5962426662445068, 0.5021252036094666]","[0.5711644291877747, 0.5079379677772522]","[0.5368697047233582, 0.5076865553855896]"
"[0.49914172291755676, 0.5016427040100098]","[0.5380904674530029, 0.49183282256126404]","[0.5723791122436523, 0.4926152229309082]","[0.5961871147155762, 0.5011255741119385]","[0.5711878538131714, 0.5071811676025391]","[0.5369341373443604, 0.507007360458374]"
"[0.499873548746109, 0.5018773078918457]","[0.5392434597015381, 0.491489976644516]","[0.5739642381668091, 0.4922281503677368]","[0.5979128479957581, 0.5009834170341492]","[0.5726209878921509, 0.5072473287582397]","[0.538083016872406, 0.5071220993995667]"
"[0.4995914101600647, 0.5020366907119751]","[0.538845419883728, 0.49153274297714233]","[0.5735833644866943, 0.4922495186328888]","[0.597136378288269, 0.5010663866996765]","[0.5723996162414551, 0.5075862407684326]","[0.5378660559654236, 0.5075423717498779]"
"[0.500046968460083, 0.5019153356552124]","[0.5395210981369019, 0.4915834963321686]","[0.5742912292480469, 0.4923427999019623]","[0.5978482961654663, 0.5010514259338379]","[0.5727914571762085, 0.5073918700218201]","[0.5382319688796997, 0.5073072910308838]"
"[0.49965497851371765, 0.5019741058349609]","[0.5388894081115723, 0.49035000801086426]","[0.5737862586975098, 0.4908544421195984]","[0.5976834297180176, 0.4999177157878876]","[0.5726484060287476, 0.5068185925483704]","[0.538169264793396, 0.5070825219154358]"
"[0.5002295970916748, 0.5021352171897888]","[0.5395222306251526, 0.49132871627807617]","[0.5743287801742554, 0.49199536442756653]","[0.5979723930358887, 0.5006521344184875]","[0.5726599097251892, 0.5073102116584778]","[0.5382469892501831, 0.5073297023773193]"
"[0.4996013939380646, 0.5019762516021729]","[0.53904789686203, 0.49110105633735657]","[0.5736694931983948, 0.4918574392795563]","[0.5976171493530273, 0.5008103251457214]","[0.5721978545188904, 0.5072269439697266]","[0.5378084182739258, 0.5071759223937988]"
"[0.49872133135795593, 0.5024005174636841]","[0.5376229286193848, 0.492633581161499]","[0.571840226650238, 0.49357855319976807]","[0.5953481197357178, 0.5020566582679749]","[0.5702764391899109, 0.5078865885734558]","[0.5362774729728699, 0.5075982213020325]"
"[0.4999082088470459, 0.5019786357879639]","[0.5387870073318481, 0.4910276234149933]","[0.5731741189956665, 0.49165990948677063]","[0.5965640544891357, 0.5004920959472656]","[0.572129487991333, 0.507088840007782]","[0.537960410118103, 0.5072168707847595]"
"[0.49992263317108154, 0.5023134350776672]","[0.5394191741943359, 0.49149638414382935]","[0.5742132663726807, 0.4923591613769531]","[0.5975120663642883, 0.5012685060501099]","[0.5724140405654907, 0.5078302621841431]","[0.5379256010055542, 0.5077083110809326]"
"[0.5001130700111389, 0.5026569962501526]","[0.5398072600364685, 0.49151647090911865]","[0.5746483206748962, 0.4923206865787506]","[0.5982569456100464, 0.5015394687652588]","[0.5732662677764893, 0.5080588459968567]","[0.5386496782302856, 0.5080487132072449]"
"[0.49922358989715576, 0.503001868724823]","[0.5391961336135864, 0.4921097457408905]","[0.5739748477935791, 0.4930194616317749]","[0.5975911021232605, 0.5021320581436157]","[0.5723244547843933, 0.5085207223892212]","[0.5376529097557068, 0.5084211230278015]"
"[0.49797892570495605, 0.5028642416000366]","[0.5378909707069397, 0.4921938180923462]","[0.5727367997169495, 0.4931522011756897]","[0.5963345766067505, 0.5021248459815979]","[0.5710276365280151, 0.5083683133125305]","[0.5363314151763916, 0.5082464814186096]"
"[0.49863412976264954, 0.5028460621833801]","[0.5382975935935974, 0.49181777238845825]","[0.5731509327888489, 0.4925314486026764]","[0.5969545841217041, 0.501414954662323]","[0.5716642141342163, 0.5079272985458374]","[0.5370092391967773, 0.508010983467102]"
"[0.4993215799331665, 0.5028015971183777]","[0.539465606212616, 0.49178099632263184]","[0.5746443271636963, 0.49268168210983276]","[0.5983045101165771, 0.5016537308692932]","[0.5726569890975952, 0.5080812573432922]","[0.5378134250640869, 0.5079889297485352]"
"[0.49746203422546387, 0.5022793412208557]","[0.5372500419616699, 0.49184858798980713]","[0.5719661712646484, 0.4928378462791443]","[0.5955657958984375, 0.5014330744743347]","[0.5700163245201111, 0.5075680017471313]","[0.5354186296463013, 0.5074202418327332]"
"[0.5008224248886108, 0.5039280652999878]","[0.5414993166923523, 0.49209094047546387]","[0.5770670175552368, 0.49295932054519653]","[0.6008733510971069, 0.5024310350418091]","[0.574438750743866, 0.5090991258621216]","[0.5393539071083069, 0.5090757012367249]"
"[0.49924105405807495, 0.5027927160263062]","[0.5392571091651917, 0.49217820167541504]","[0.5742735862731934, 0.49305155873298645]","[0.5981954336166382, 0.5017703175544739]","[0.5722277760505676, 0.5082060694694519]","[0.5373721122741699, 0.5080603361129761]"
