78,82,312,308,317,87
"[0.3663698136806488, 0.6314886808395386]","[0.4293082058429718, 0.6229259967803955]","[0.4702642858028412, 0.6220774054527283]","[0.5216988325119019, 0.6280505657196045]","[0.47015053033828735, 0.6247177124023438]","[0.4284801185131073, 0.6256101131439209]"
"[0.36409005522727966, 0.6311822533607483]","[0.42815569043159485, 0.6232494115829468]","[0.4699615240097046, 0.6225435137748718]","[0.5222471952438354, 0.6282964944839478]","[0.46959924697875977, 0.6249855756759644]","[0.4271492063999176, 0.6257387399673462]"
"[0.364376425743103, 0.6311160326004028]","[0.42857441306114197, 0.6232740879058838]","[0.47037583589553833, 0.6226780414581299]","[0.5225232243537903, 0.6286892890930176]","[0.4702455401420593, 0.6255893707275391]","[0.42755359411239624, 0.6262391209602356]"
"[0.36369389295578003, 0.6311165690422058]","[0.42909613251686096, 0.6232544779777527]","[0.47127795219421387, 0.6226865649223328]","[0.5230785608291626, 0.6288155317306519]","[0.4711572527885437, 0.6257331967353821]","[0.42814385890960693, 0.6263784170150757]"
"[0.36385688185691833, 0.6318086385726929]","[0.4285986125469208, 0.623415470123291]","[0.4710483253002167, 0.6228903532028198]","[0.523504912853241, 0.6296792030334473]","[0.47078636288642883, 0.6265556812286377]","[0.42754268646240234, 0.6271577477455139]"
"[0.36222562193870544, 0.630643367767334]","[0.4273679554462433, 0.623096764087677]","[0.46994033455848694, 0.622618556022644]","[0.5227020978927612, 0.6286579370498657]","[0.46958470344543457, 0.6262413263320923]","[0.42615628242492676, 0.6267905235290527]"
"[0.3642936050891876, 0.631737232208252]","[0.42892682552337646, 0.6234320402145386]","[0.4711157977581024, 0.6229186058044434]","[0.5233429670333862, 0.6296353340148926]","[0.47101321816444397, 0.6270037889480591]","[0.4278254210948944, 0.6275947690010071]"
"[0.36358216404914856, 0.630225658416748]","[0.4279579818248749, 0.6224795579910278]","[0.4701255261898041, 0.6219877600669861]","[0.5226868391036987, 0.6282178163528442]","[0.46990424394607544, 0.6256495714187622]","[0.4269673228263855, 0.6261935234069824]"
"[0.36489784717559814, 0.6307868361473083]","[0.4297160506248474, 0.6227936744689941]","[0.4713593125343323, 0.6222559213638306]","[0.5224722623825073, 0.6285420060157776]","[0.4711354374885559, 0.6258307099342346]","[0.4285339117050171, 0.6264718174934387]"
"[0.3661796450614929, 0.63247150182724]","[0.43011674284935, 0.6240514516830444]","[0.471698522567749, 0.6234537363052368]","[0.5239654183387756, 0.6299617290496826]","[0.47150400280952454, 0.6267953515052795]","[0.4289710819721222, 0.6274862289428711]"
"[0.3640606999397278, 0.6316059827804565]","[0.4290616512298584, 0.6235017776489258]","[0.47177407145500183, 0.6228693127632141]","[0.5255376100540161, 0.6289408802986145]","[0.4712512195110321, 0.6260755062103271]","[0.42771464586257935, 0.6267648339271545]"
"[0.36463505029678345, 0.6317791938781738]","[0.43046677112579346, 0.6234735250473022]","[0.47289732098579407, 0.6227952837944031]","[0.5259782671928406, 0.6289525032043457]","[0.47260013222694397, 0.6257857084274292]","[0.42922109365463257, 0.626547634601593]"
"[0.3649885952472687, 0.6332165598869324]","[0.430065393447876, 0.6239559054374695]","[0.47264859080314636, 0.6233079433441162]","[0.5251936912536621, 0.630505383014679]","[0.4724408686161041, 0.6276077032089233]","[0.4290027618408203, 0.6283459067344666]"
"[0.3668515086174011, 0.6333497166633606]","[0.4293942153453827, 0.6234985589981079]","[0.4715921878814697, 0.6226646900177002]","[0.5257558822631836, 0.629997968673706]","[0.47154396772384644, 0.6274906396865845]","[0.4282113015651703, 0.6283665299415588]"
"[0.3650328516960144, 0.6322613954544067]","[0.42901331186294556, 0.6229656338691711]","[0.4714033603668213, 0.6222429275512695]","[0.5250133872032166, 0.6292566061019897]","[0.47072941064834595, 0.6258800029754639]","[0.42766091227531433, 0.6266555786132812]"
"[0.36470043659210205, 0.6330448389053345]","[0.4283257722854614, 0.6236774325370789]","[0.4707643389701843, 0.6231920123100281]","[0.5247746109962463, 0.6308335065841675]","[0.47048264741897583, 0.6275075078010559]","[0.4269709289073944, 0.6280409693717957]"
"[0.3650622069835663, 0.6328508853912354]","[0.428315132856369, 0.6235843300819397]","[0.46978527307510376, 0.6231862306594849]","[0.5223426818847656, 0.6310620307922363]","[0.4697681665420532, 0.6278011202812195]","[0.42704570293426514, 0.6282653212547302]"
"[0.365891695022583, 0.6335769295692444]","[0.4289412498474121, 0.6241396069526672]","[0.47064918279647827, 0.6236905455589294]","[0.5233415961265564, 0.6316304802894592]","[0.47072672843933105, 0.6283673048019409]","[0.42781397700309753, 0.6288574934005737]"
"[0.36564964056015015, 0.6326297521591187]","[0.4299461245536804, 0.6237867474555969]","[0.4715996980667114, 0.623471736907959]","[0.5236151218414307, 0.6311458349227905]","[0.4715826213359833, 0.6278197765350342]","[0.4287083148956299, 0.6281939148902893]"
"[0.36671167612075806, 0.6343310475349426]","[0.4300720691680908, 0.6247836351394653]","[0.4716135263442993, 0.6241506338119507]","[0.5235109329223633, 0.6316866278648376]","[0.47160160541534424, 0.6285083293914795]","[0.4291420876979828, 0.6292282938957214]"
"[0.3663868010044098, 0.6342118382453918]","[0.4295308291912079, 0.6251652240753174]","[0.47147828340530396, 0.6245185136795044]","[0.5244340300559998, 0.6314581632614136]","[0.47124138474464417, 0.6291307210922241]","[0.4280432164669037, 0.6298150420188904]"
"[0.36586999893188477, 0.6335939764976501]","[0.4296639859676361, 0.6248195171356201]","[0.4710978865623474, 0.6241510510444641]","[0.5233569145202637, 0.6308010816574097]","[0.47105133533477783, 0.6279363036155701]","[0.42855340242385864, 0.6286495923995972]"
"[0.3649207055568695, 0.6351715326309204]","[0.42793965339660645, 0.6262852549552917]","[0.46956589818000793, 0.6256911158561707]","[0.5230427980422974, 0.632655918598175]","[0.46955806016921997, 0.6299238204956055]","[0.42657798528671265, 0.6305420398712158]"
"[0.3658680319786072, 0.633316159248352]","[0.4293644428253174, 0.6247221231460571]","[0.4702908992767334, 0.6240801811218262]","[0.5222382545471191, 0.6306958198547363]","[0.4703170657157898, 0.628124475479126]","[0.428030788898468, 0.6288105249404907]"
"[0.3663022816181183, 0.6349818110466003]","[0.4288579523563385, 0.6263545751571655]","[0.46995002031326294, 0.6256239414215088]","[0.522566556930542, 0.6320070028305054]","[0.46997693181037903, 0.6292474865913391]","[0.42770183086395264, 0.6300040483474731]"
"[0.3656497597694397, 0.6330957412719727]","[0.4289422929286957, 0.6241734027862549]","[0.4702186584472656, 0.6235713362693787]","[0.5233128070831299, 0.6305926442146301]","[0.4702616333961487, 0.627135157585144]","[0.4274916350841522, 0.6277547478675842]"
"[0.3669733703136444, 0.6333312392234802]","[0.4308740198612213, 0.6248530745506287]","[0.47157981991767883, 0.6243451237678528]","[0.5236420035362244, 0.6311918497085571]","[0.47180595993995667, 0.6278215050697327]","[0.42949986457824707, 0.6283328533172607]"
"[0.36692267656326294, 0.6342175006866455]","[0.4309766888618469, 0.6258020401000977]","[0.4715143144130707, 0.6252415180206299]","[0.5230681896209717, 0.6319124102592468]","[0.4718818664550781, 0.628559410572052]","[0.4297972023487091, 0.6291474103927612]"
"[0.36705073714256287, 0.6342540979385376]","[0.4309579133987427, 0.625234067440033]","[0.4716636538505554, 0.6245833039283752]","[0.5227804183959961, 0.6315792798995972]","[0.4719061851501465, 0.6284064054489136]","[0.4297496974468231, 0.629094123840332]"
"[0.36611783504486084, 0.6340432167053223]","[0.43001967668533325, 0.6245551705360413]","[0.4714576303958893, 0.6239616274833679]","[0.5236455798149109, 0.6315704584121704]","[0.4716264009475708, 0.6283845901489258]","[0.4287135601043701, 0.6289832592010498]"
"[0.36577871441841125, 0.6331478953361511]","[0.43007686734199524, 0.6241957545280457]","[0.47135812044143677, 0.6236180663108826]","[0.5228965878486633, 0.6307377219200134]","[0.4714738428592682, 0.6275674700737]","[0.42883867025375366, 0.6281771659851074]"
"[0.3658865988254547, 0.6343620419502258]","[0.4291123151779175, 0.6251130700111389]","[0.47044140100479126, 0.624596893787384]","[0.5229166746139526, 0.6321597099304199]","[0.4707595705986023, 0.6288927793502808]","[0.42787474393844604, 0.6294066309928894]"
"[0.3657056987285614, 0.6329724788665771]","[0.42831751704216003, 0.623866856098175]","[0.4686783254146576, 0.6233894228935242]","[0.5193328261375427, 0.6309880614280701]","[0.4690125584602356, 0.6279899477958679]","[0.426998496055603, 0.6284971237182617]"
"[0.3659155070781708, 0.6336591839790344]","[0.42900267243385315, 0.6246986985206604]","[0.47031596302986145, 0.6241787672042847]","[0.5226924419403076, 0.6314857602119446]","[0.470608651638031, 0.6279557347297668]","[0.42797231674194336, 0.6284722685813904]"
"[0.3652535080909729, 0.6326744556427002]","[0.42890575528144836, 0.6237884759902954]","[0.4698016345500946, 0.6232935786247253]","[0.5206600427627563, 0.6305971741676331]","[0.47004032135009766, 0.6275560855865479]","[0.4277244508266449, 0.6280948519706726]"
"[0.3655951917171478, 0.6343047618865967]","[0.4294816851615906, 0.624606192111969]","[0.4715781807899475, 0.6239839792251587]","[0.5244926810264587, 0.6317015886306763]","[0.47170141339302063, 0.6280701756477356]","[0.4285166561603546, 0.6287016868591309]"
"[0.3646467328071594, 0.6320882439613342]","[0.4268856346607208, 0.6232868432998657]","[0.4677385687828064, 0.6228981018066406]","[0.5198987126350403, 0.6304157376289368]","[0.4677756726741791, 0.6272671222686768]","[0.4253511428833008, 0.6276707053184509]"
"[0.3658694922924042, 0.6333166360855103]","[0.42853307723999023, 0.6243467926979065]","[0.46954309940338135, 0.623812198638916]","[0.5214297771453857, 0.6311637163162231]","[0.4696539044380188, 0.6276859641075134]","[0.4275626242160797, 0.6282335519790649]"
"[0.3648441433906555, 0.6321683526039124]","[0.4278983175754547, 0.6232926845550537]","[0.46882474422454834, 0.6229039430618286]","[0.5203016400337219, 0.630560576915741]","[0.46911221742630005, 0.6267752647399902]","[0.4268418252468109, 0.6271440982818604]"
"[0.3639541268348694, 0.6333525776863098]","[0.428133487701416, 0.6241860389709473]","[0.4701809585094452, 0.6236846446990967]","[0.5233617424964905, 0.6313402056694031]","[0.47049081325531006, 0.6274415254592896]","[0.42732754349708557, 0.627961277961731]"
"[0.3641551733016968, 0.6326017379760742]","[0.4273068904876709, 0.6240207552909851]","[0.4683508276939392, 0.6237539052963257]","[0.5194761157035828, 0.6314608454704285]","[0.4685348868370056, 0.6281887292861938]","[0.42602887749671936, 0.6284581422805786]"
"[0.36407145857810974, 0.6322765350341797]","[0.4279748499393463, 0.6234450936317444]","[0.46931567788124084, 0.6231038570404053]","[0.5216312408447266, 0.6308990716934204]","[0.4696998596191406, 0.6266907453536987]","[0.4270545542240143, 0.6270247101783752]"
"[0.36478811502456665, 0.6323100924491882]","[0.4286089241504669, 0.6235464811325073]","[0.4698469638824463, 0.6231592893600464]","[0.5218735933303833, 0.630743145942688]","[0.4703195095062256, 0.6268990635871887]","[0.4277040362358093, 0.627292275428772]"
"[0.364284873008728, 0.6324970126152039]","[0.4288432002067566, 0.6239892840385437]","[0.4705703854560852, 0.6235177516937256]","[0.5228331089019775, 0.6306027173995972]","[0.4709416329860687, 0.627056360244751]","[0.4280639886856079, 0.6275420188903809]"
"[0.364496648311615, 0.6323383450508118]","[0.42866915464401245, 0.623660683631897]","[0.470388799905777, 0.6231983304023743]","[0.5224140882492065, 0.6304636001586914]","[0.4706908166408539, 0.6268614530563354]","[0.4278894066810608, 0.6273380517959595]"
"[0.3634932041168213, 0.6322778463363647]","[0.4265379309654236, 0.6232565641403198]","[0.46826958656311035, 0.6228949427604675]","[0.521224319934845, 0.6308184862136841]","[0.46857041120529175, 0.6271981000900269]","[0.4256558418273926, 0.6275450587272644]"
"[0.36568760871887207, 0.6321085095405579]","[0.4286976158618927, 0.623258650302887]","[0.46906405687332153, 0.6229719519615173]","[0.5192519426345825, 0.6308639645576477]","[0.4693451523780823, 0.6274819374084473]","[0.4276062548160553, 0.6277827620506287]"
"[0.36321401596069336, 0.6322261095046997]","[0.4291456937789917, 0.6227849721908569]","[0.4721258580684662, 0.6223607659339905]","[0.5246084332466125, 0.6304352283477783]","[0.4722822904586792, 0.627435028553009]","[0.428196519613266, 0.6278694868087769]"
"[0.36653751134872437, 0.6326253414154053]","[0.4313201904296875, 0.622929573059082]","[0.4735052287578583, 0.6224991679191589]","[0.5244280099868774, 0.6307133436203003]","[0.47343912720680237, 0.6278757452964783]","[0.4301092028617859, 0.6283428072929382]"
"[0.36513781547546387, 0.6322928071022034]","[0.4293016791343689, 0.6222270727157593]","[0.47092586755752563, 0.6215882897377014]","[0.5231939554214478, 0.6296844482421875]","[0.47104328870773315, 0.6262396574020386]","[0.4279675781726837, 0.6269235014915466]"
"[0.36574816703796387, 0.6310714483261108]","[0.42928752303123474, 0.621671199798584]","[0.47011762857437134, 0.6212790608406067]","[0.5218376517295837, 0.6293888688087463]","[0.47037816047668457, 0.6255004405975342]","[0.4280489683151245, 0.6259093284606934]"
"[0.3657029867172241, 0.6310316324234009]","[0.4308817982673645, 0.6213240623474121]","[0.47222235798835754, 0.6208178400993347]","[0.523548424243927, 0.6288670301437378]","[0.4725170135498047, 0.6248827576637268]","[0.4298674464225769, 0.6254433989524841]"
"[0.364628404378891, 0.6319049596786499]","[0.42935675382614136, 0.6218600869178772]","[0.4715562164783478, 0.6212610006332397]","[0.5248486995697021, 0.6293610334396362]","[0.471575528383255, 0.6256895065307617]","[0.4281123876571655, 0.6263422966003418]"
"[0.36570537090301514, 0.6304477453231812]","[0.4289294183254242, 0.6215137243270874]","[0.46962469816207886, 0.6212337613105774]","[0.521208643913269, 0.6292271614074707]","[0.4699341654777527, 0.625330924987793]","[0.4277384281158447, 0.6256187558174133]"
"[0.3647698163986206, 0.6298776865005493]","[0.4293864965438843, 0.6208242774009705]","[0.4703933596611023, 0.6205370426177979]","[0.5217535495758057, 0.6286471486091614]","[0.4707780182361603, 0.6242286562919617]","[0.4284614026546478, 0.6245504021644592]"
"[0.36493220925331116, 0.632010281085968]","[0.42948341369628906, 0.6221537590026855]","[0.4709794521331787, 0.6217047572135925]","[0.5226279497146606, 0.6300843954086304]","[0.471468448638916, 0.6263800859451294]","[0.42857521772384644, 0.62688148021698]"
"[0.36429595947265625, 0.6316684484481812]","[0.4289253056049347, 0.6216326951980591]","[0.47058090567588806, 0.6212371587753296]","[0.5224397778511047, 0.6299877762794495]","[0.47076767683029175, 0.6258415579795837]","[0.4276977479457855, 0.6262898445129395]"
"[0.36418020725250244, 0.631319522857666]","[0.42841318249702454, 0.6214002966880798]","[0.4701526165008545, 0.6209822297096252]","[0.5224868059158325, 0.629546046257019]","[0.4702954590320587, 0.6251585483551025]","[0.42725032567977905, 0.625617265701294]"
"[0.3641083538532257, 0.6312882900238037]","[0.42814162373542786, 0.6214116215705872]","[0.46963247656822205, 0.621028482913971]","[0.5216318964958191, 0.6296795010566711]","[0.46989402174949646, 0.6255988478660583]","[0.42687374353408813, 0.6260232329368591]"
"[0.3634137213230133, 0.6312689185142517]","[0.42587825655937195, 0.6213075518608093]","[0.4672519862651825, 0.6211619973182678]","[0.5195484757423401, 0.6306267976760864]","[0.4674087166786194, 0.6268023252487183]","[0.42438676953315735, 0.6269575953483582]"
"[0.36394691467285156, 0.6306108236312866]","[0.4258287847042084, 0.6211598515510559]","[0.46595174074172974, 0.6210245490074158]","[0.5174731612205505, 0.6300464272499084]","[0.4661402106285095, 0.6257514357566833]","[0.4243457615375519, 0.6259329915046692]"
"[0.3625871539115906, 0.632401704788208]","[0.42629438638687134, 0.6225590109825134]","[0.46805939078330994, 0.6226181983947754]","[0.5200666189193726, 0.632353663444519]","[0.46804624795913696, 0.6291226744651794]","[0.4246094822883606, 0.6290562152862549]"
"[0.3657110929489136, 0.6319631338119507]","[0.4300210177898407, 0.6222333312034607]","[0.47176384925842285, 0.6220898032188416]","[0.5234425067901611, 0.6311826109886169]","[0.471750408411026, 0.6284539699554443]","[0.4283093810081482, 0.6286494135856628]"
"[0.3627969026565552, 0.6305580139160156]","[0.425822377204895, 0.6208377480506897]","[0.4670858681201935, 0.6208350658416748]","[0.5191803574562073, 0.6303815841674805]","[0.4671262800693512, 0.626730740070343]","[0.4241800308227539, 0.6267353892326355]"
"[0.3640807271003723, 0.6311925649642944]","[0.42823782563209534, 0.6215239763259888]","[0.4699769616127014, 0.6213513612747192]","[0.5225560665130615, 0.6303579807281494]","[0.47031697630882263, 0.6269258260726929]","[0.4268934428691864, 0.6271300315856934]"
"[0.36237889528274536, 0.6308889389038086]","[0.4263501465320587, 0.6210609674453735]","[0.4678337872028351, 0.6210123896598816]","[0.520010232925415, 0.6304842233657837]","[0.46785032749176025, 0.6264965534210205]","[0.42467111349105835, 0.626581609249115]"
"[0.36294206976890564, 0.631605863571167]","[0.4278281033039093, 0.6216742396354675]","[0.4696793258190155, 0.621576189994812]","[0.521648108959198, 0.6310088038444519]","[0.469784677028656, 0.6271578669548035]","[0.42620179057121277, 0.6272872686386108]"
"[0.36273789405822754, 0.6324777603149414]","[0.42763304710388184, 0.6222087740898132]","[0.46967262029647827, 0.6220926642417908]","[0.521391749382019, 0.631752610206604]","[0.4698236584663391, 0.6281312704086304]","[0.4260041415691376, 0.6282680630683899]"
"[0.3635503947734833, 0.6323346495628357]","[0.4281536638736725, 0.622020423412323]","[0.46958309412002563, 0.621907114982605]","[0.5209675431251526, 0.6316739916801453]","[0.4698117971420288, 0.6281656622886658]","[0.4264349043369293, 0.628305196762085]"
"[0.3636087477207184, 0.6321860551834106]","[0.4277315139770508, 0.6217135787010193]","[0.46914082765579224, 0.6216604709625244]","[0.5202320218086243, 0.6317039728164673]","[0.46937060356140137, 0.6283041834831238]","[0.42603063583374023, 0.628352701663971]"
"[0.3642778992652893, 0.6320465207099915]","[0.4281410872936249, 0.6214070916175842]","[0.4694950580596924, 0.6213594079017639]","[0.5206446647644043, 0.6316037178039551]","[0.469485878944397, 0.6279275417327881]","[0.4262986183166504, 0.6279630064964294]"
"[0.3642355799674988, 0.631898045539856]","[0.4278849959373474, 0.6214345097541809]","[0.4690342843532562, 0.6215237379074097]","[0.5196835398674011, 0.6319666504859924]","[0.4690627157688141, 0.6282614469528198]","[0.4261225163936615, 0.6281745433807373]"
"[0.36249566078186035, 0.6310068964958191]","[0.4262058138847351, 0.6209803223609924]","[0.46756166219711304, 0.6210201978683472]","[0.5192054510116577, 0.6309569478034973]","[0.46753600239753723, 0.6273200511932373]","[0.42447611689567566, 0.6272605657577515]"
"[0.3622395396232605, 0.6329808235168457]","[0.4254697561264038, 0.6228963732719421]","[0.46757879853248596, 0.6226718425750732]","[0.5204440951347351, 0.6319716572761536]","[0.46760496497154236, 0.6293622851371765]","[0.4240906238555908, 0.6296096444129944]"
"[0.3625067174434662, 0.6313818693161011]","[0.42616188526153564, 0.6216350197792053]","[0.46716636419296265, 0.6213365793228149]","[0.518471896648407, 0.6300901174545288]","[0.46727845072746277, 0.6269997358322144]","[0.4245721995830536, 0.6273581981658936]"
"[0.3639306426048279, 0.6325811743736267]","[0.42861059308052063, 0.622438907623291]","[0.47036322951316833, 0.6222302913665771]","[0.5211799144744873, 0.6314554810523987]","[0.47035089135169983, 0.6281921863555908]","[0.4271933138370514, 0.6284281015396118]"
"[0.36387899518013, 0.6320850253105164]","[0.427804172039032, 0.6217734813690186]","[0.4695483446121216, 0.6215765476226807]","[0.5205666422843933, 0.6311213970184326]","[0.4696238338947296, 0.6280945539474487]","[0.42653584480285645, 0.628304123878479]"
"[0.3626842498779297, 0.6312158703804016]","[0.42665672302246094, 0.6213935613632202]","[0.4684204161167145, 0.6212956309318542]","[0.5200546979904175, 0.630685031414032]","[0.4684804677963257, 0.627472460269928]","[0.4253271520137787, 0.6275862455368042]"
"[0.3622093200683594, 0.6314000487327576]","[0.4262085556983948, 0.6213226318359375]","[0.46762794256210327, 0.6212171912193298]","[0.5191670656204224, 0.6308192014694214]","[0.46770668029785156, 0.6271491050720215]","[0.4247841536998749, 0.6272978782653809]"
"[0.3625403046607971, 0.6313616037368774]","[0.4260272681713104, 0.6213686466217041]","[0.467585951089859, 0.6211597323417664]","[0.519346296787262, 0.6304255127906799]","[0.4676961600780487, 0.6273527145385742]","[0.4247071146965027, 0.6275873184204102]"
"[0.3620304465293884, 0.6309162974357605]","[0.42561742663383484, 0.6213283538818359]","[0.4668669104576111, 0.6211696267127991]","[0.518380880355835, 0.6301271319389343]","[0.46686846017837524, 0.6268280744552612]","[0.4241476058959961, 0.6270189881324768]"
"[0.36098775267601013, 0.6313576698303223]","[0.42530354857444763, 0.6216562986373901]","[0.4673204720020294, 0.6214655041694641]","[0.5195704102516174, 0.6304373741149902]","[0.46726083755493164, 0.6271793842315674]","[0.4239085614681244, 0.6274078488349915]"
"[0.3610064685344696, 0.6309889554977417]","[0.42503511905670166, 0.621277928352356]","[0.4667275547981262, 0.6211325526237488]","[0.5186042785644531, 0.6302472352981567]","[0.46664080023765564, 0.6267839670181274]","[0.4236040413379669, 0.6269621849060059]"
"[0.3608587980270386, 0.6311190128326416]","[0.42513924837112427, 0.6213797330856323]","[0.46696344017982483, 0.6212179064750671]","[0.5190340280532837, 0.6302983164787292]","[0.46685513854026794, 0.626722514629364]","[0.42367345094680786, 0.6269222497940063]"
"[0.36091944575309753, 0.6312304139137268]","[0.42498770356178284, 0.6215296387672424]","[0.4669460952281952, 0.6213464736938477]","[0.5192850828170776, 0.6303476095199585]","[0.4667678475379944, 0.6268696784973145]","[0.42348745465278625, 0.6270777583122253]"
"[0.35948729515075684, 0.6300734281539917]","[0.4239724576473236, 0.6211583018302917]","[0.46531566977500916, 0.6210050582885742]","[0.5175694823265076, 0.6293723583221436]","[0.4655197560787201, 0.6246594786643982]","[0.42295390367507935, 0.62482750415802]"
"[0.36032384634017944, 0.6301641464233398]","[0.42479732632637024, 0.6216288805007935]","[0.46693068742752075, 0.6213441491127014]","[0.5206384658813477, 0.6289360523223877]","[0.46737396717071533, 0.6241118311882019]","[0.42430511116981506, 0.6244201064109802]"
"[0.35880786180496216, 0.6294493079185486]","[0.42511215806007385, 0.6212546229362488]","[0.46781936287879944, 0.6211502552032471]","[0.5210575461387634, 0.628754734992981]","[0.4681432247161865, 0.6242988109588623]","[0.4243457615375519, 0.6244073510169983]"
"[0.3576919138431549, 0.6301702857017517]","[0.4245893955230713, 0.6217894554138184]","[0.46800199151039124, 0.6215999126434326]","[0.5218518972396851, 0.6291189193725586]","[0.468264639377594, 0.6250224709510803]","[0.42404818534851074, 0.6252138614654541]"
"[0.35799527168273926, 0.629664421081543]","[0.42557892203330994, 0.6210503578186035]","[0.469593346118927, 0.6208407878875732]","[0.5236058831214905, 0.6284723281860352]","[0.46967411041259766, 0.6249733567237854]","[0.4248477518558502, 0.6251881718635559]"
"[0.3579227924346924, 0.6298060417175293]","[0.42552292346954346, 0.6213811039924622]","[0.46948638558387756, 0.6211599111557007]","[0.5238001942634583, 0.6286199688911438]","[0.4696686565876007, 0.6243883967399597]","[0.42505472898483276, 0.6246055960655212]"
"[0.3567180633544922, 0.6294885873794556]","[0.4235793650150299, 0.6213940978050232]","[0.4675912857055664, 0.6211355924606323]","[0.5227715969085693, 0.6281976699829102]","[0.4675530791282654, 0.6241117119789124]","[0.42300498485565186, 0.6243530511856079]"
"[0.3569837808609009, 0.6295610070228577]","[0.4238194525241852, 0.6219488978385925]","[0.4672654867172241, 0.6217871904373169]","[0.5216364860534668, 0.6286241412162781]","[0.46739742159843445, 0.6249237656593323]","[0.4230356514453888, 0.6250792145729065]"
"[0.35756736993789673, 0.6296522617340088]","[0.4243614971637726, 0.6214808225631714]","[0.46763482689857483, 0.6211763024330139]","[0.5222559571266174, 0.6282300353050232]","[0.46797114610671997, 0.6240792274475098]","[0.42371582984924316, 0.6243773698806763]"
"[0.35760340094566345, 0.6298081874847412]","[0.42464375495910645, 0.6217727661132812]","[0.46810585260391235, 0.6215227842330933]","[0.5226178765296936, 0.6285280585289001]","[0.4682113528251648, 0.6247628331184387]","[0.42375344038009644, 0.6250123977661133]"
"[0.3578603267669678, 0.6296126842498779]","[0.4235796630382538, 0.6220687627792358]","[0.4666988253593445, 0.6218911409378052]","[0.5220288038253784, 0.6287130117416382]","[0.46678903698921204, 0.6248215436935425]","[0.42267903685569763, 0.6249764561653137]"
"[0.35882624983787537, 0.6291142702102661]","[0.42381545901298523, 0.6220120191574097]","[0.46553272008895874, 0.6221315860748291]","[0.5192358493804932, 0.6293985843658447]","[0.46576547622680664, 0.6251216530799866]","[0.4225768744945526, 0.6250015497207642]"
"[0.360090970993042, 0.6306037902832031]","[0.4246072471141815, 0.6224040985107422]","[0.46664756536483765, 0.6220753192901611]","[0.5205574631690979, 0.6291518807411194]","[0.46698570251464844, 0.6251690983772278]","[0.4237479567527771, 0.6255351305007935]"
"[0.3596343994140625, 0.6295458674430847]","[0.42471617460250854, 0.6221452355384827]","[0.46711891889572144, 0.6220114827156067]","[0.5212085843086243, 0.6288707852363586]","[0.4672037959098816, 0.625092089176178]","[0.42362910509109497, 0.6252551674842834]"
"[0.359373539686203, 0.6300790309906006]","[0.42339086532592773, 0.6228559613227844]","[0.4656490981578827, 0.6226856708526611]","[0.5195875763893127, 0.6292756199836731]","[0.465817928314209, 0.6259653568267822]","[0.4223691523075104, 0.6261747479438782]"
"[0.3574746549129486, 0.6308613419532776]","[0.4227127730846405, 0.6236242651939392]","[0.46543359756469727, 0.6234334111213684]","[0.5205053687095642, 0.6300022602081299]","[0.46542590856552124, 0.6261142492294312]","[0.4215480387210846, 0.6263382434844971]"
"[0.3587668538093567, 0.6303907036781311]","[0.42349836230278015, 0.6230136156082153]","[0.46588441729545593, 0.6228206157684326]","[0.5207527875900269, 0.6295037269592285]","[0.46589142084121704, 0.6259730458259583]","[0.4222510755062103, 0.6261809468269348]"
"[0.35921502113342285, 0.6298712491989136]","[0.42430588603019714, 0.6228905916213989]","[0.4668057858943939, 0.6226879358291626]","[0.5215423703193665, 0.6289365887641907]","[0.46680358052253723, 0.6252173185348511]","[0.4232872724533081, 0.6254479289054871]"
"[0.3601345419883728, 0.6304792761802673]","[0.42552322149276733, 0.6232099533081055]","[0.4677127003669739, 0.6230084896087646]","[0.521686315536499, 0.6295186877250671]","[0.4679328203201294, 0.625638484954834]","[0.42451876401901245, 0.6258546113967896]"
"[0.3610656261444092, 0.6304761171340942]","[0.42667490243911743, 0.6223229765892029]","[0.4692692756652832, 0.6220237612724304]","[0.5226705074310303, 0.6291136145591736]","[0.4695366621017456, 0.6253931522369385]","[0.42575502395629883, 0.6257190108299255]"
"[0.3602852523326874, 0.6309137344360352]","[0.4261205196380615, 0.6226933002471924]","[0.46893832087516785, 0.6224168539047241]","[0.5229973793029785, 0.6296477317810059]","[0.46920284628868103, 0.6257434487342834]","[0.42520520091056824, 0.6260571479797363]"
"[0.3601994812488556, 0.6311491131782532]","[0.4253706932067871, 0.622856080532074]","[0.46769794821739197, 0.6225308775901794]","[0.5217723846435547, 0.6297490000724792]","[0.4679720103740692, 0.6261060833930969]","[0.42420125007629395, 0.6264561414718628]"
"[0.360238641500473, 0.6312549710273743]","[0.42528235912323, 0.6234987378120422]","[0.46734902262687683, 0.6232203245162964]","[0.5214260816574097, 0.630046010017395]","[0.46768659353256226, 0.6263830065727234]","[0.42411407828330994, 0.6266723871231079]"
"[0.36180976033210754, 0.6308123469352722]","[0.4273451268672943, 0.6229175925254822]","[0.4693993628025055, 0.622681200504303]","[0.522542417049408, 0.6297234296798706]","[0.469677597284317, 0.6259647011756897]","[0.42625612020492554, 0.6262269616127014]"
"[0.36163973808288574, 0.6297636032104492]","[0.4271047115325928, 0.6224568486213684]","[0.46930673718452454, 0.6223457455635071]","[0.5222511291503906, 0.6291592717170715]","[0.469455361366272, 0.6249570846557617]","[0.42610079050064087, 0.6250540614128113]"
