78,82,312,308,317,87
"[0.3608716130256653, 0.6305328011512756]","[0.42279043793678284, 0.6206418871879578]","[0.46400293707847595, 0.6201528310775757]","[0.5193764567375183, 0.6285679340362549]","[0.4639032483100891, 0.6237224340438843]","[0.42096376419067383, 0.6242780685424805]"
"[0.36089885234832764, 0.6307058930397034]","[0.4225442111492157, 0.6207472681999207]","[0.46339544653892517, 0.6203175783157349]","[0.5178581476211548, 0.6289370656013489]","[0.4632411003112793, 0.6239484548568726]","[0.4205208420753479, 0.6244609355926514]"
"[0.35980939865112305, 0.630573034286499]","[0.4212184250354767, 0.6205737590789795]","[0.4621727168560028, 0.6203309893608093]","[0.5168665051460266, 0.6294848918914795]","[0.4619336724281311, 0.6240497827529907]","[0.4190646708011627, 0.6243519186973572]"
"[0.3621104955673218, 0.6305128931999207]","[0.42405667901039124, 0.6202859878540039]","[0.464943528175354, 0.6198834180831909]","[0.5189231634140015, 0.628835141658783]","[0.4650197923183441, 0.6232043504714966]","[0.42244744300842285, 0.623681902885437]"
"[0.3615272641181946, 0.6306209564208984]","[0.42303135991096497, 0.6200079321861267]","[0.46406686305999756, 0.6196593642234802]","[0.5181049704551697, 0.6291282773017883]","[0.4640249013900757, 0.623870313167572]","[0.4212465286254883, 0.6242696642875671]"
"[0.3606925904750824, 0.6304002404212952]","[0.42291179299354553, 0.6196656227111816]","[0.4643940329551697, 0.6192430853843689]","[0.5187641978263855, 0.6286083459854126]","[0.4641432762145996, 0.6228815913200378]","[0.4212701916694641, 0.6233691573143005]"
"[0.3609326183795929, 0.6302758455276489]","[0.4224752187728882, 0.6196765303611755]","[0.46347594261169434, 0.6193432807922363]","[0.5174546837806702, 0.6288259029388428]","[0.46335986256599426, 0.6232115626335144]","[0.4207466244697571, 0.6235948801040649]"
"[0.36080166697502136, 0.6304205656051636]","[0.4225013256072998, 0.6200057864189148]","[0.46364012360572815, 0.619657039642334]","[0.5175104141235352, 0.6289151906967163]","[0.46350371837615967, 0.6232501268386841]","[0.42089512944221497, 0.623645544052124]"
"[0.3623877465724945, 0.6304008960723877]","[0.4233430027961731, 0.6201778054237366]","[0.46416133642196655, 0.6198387145996094]","[0.5176345109939575, 0.6289591789245605]","[0.4641934335231781, 0.6237329840660095]","[0.421722948551178, 0.6241069436073303]"
"[0.36095553636550903, 0.6299549341201782]","[0.42314615845680237, 0.6197267174720764]","[0.46432575583457947, 0.6193402409553528]","[0.5183365941047668, 0.6283122301101685]","[0.46414294838905334, 0.6227048635482788]","[0.4215169847011566, 0.6231522560119629]"
"[0.3609893023967743, 0.6299707889556885]","[0.422846257686615, 0.6199688911437988]","[0.46385589241981506, 0.6196465492248535]","[0.5175060629844666, 0.628572940826416]","[0.4636400043964386, 0.6232432126998901]","[0.42100200057029724, 0.6236114501953125]"
"[0.3609871566295624, 0.629601240158081]","[0.4228253662586212, 0.6198285818099976]","[0.4637458920478821, 0.619596004486084]","[0.5174375176429749, 0.6285310983657837]","[0.4635588526725769, 0.6227480173110962]","[0.42109230160713196, 0.6230195164680481]"
"[0.3619486689567566, 0.6298129558563232]","[0.42359474301338196, 0.6202236413955688]","[0.46413275599479675, 0.619922399520874]","[0.5173060894012451, 0.6284575462341309]","[0.4641917049884796, 0.6232836842536926]","[0.42189863324165344, 0.6236358284950256]"
"[0.36138299107551575, 0.6296868324279785]","[0.42340782284736633, 0.6204258799552917]","[0.4640970826148987, 0.6201682090759277]","[0.5176368951797485, 0.6285215020179749]","[0.4640262722969055, 0.6228800415992737]","[0.42175009846687317, 0.6231719851493835]"
"[0.3626370429992676, 0.6305590867996216]","[0.42456477880477905, 0.6207025647163391]","[0.4652593433856964, 0.6203532814979553]","[0.5182945728302002, 0.6290522813796997]","[0.4653317332267761, 0.6242378354072571]","[0.42281872034072876, 0.6246359348297119]"
"[0.3621523380279541, 0.6307967305183411]","[0.42398494482040405, 0.6208682656288147]","[0.4652146100997925, 0.6204842329025269]","[0.5196263194084167, 0.6291666030883789]","[0.46506819128990173, 0.6243506669998169]","[0.4222430884838104, 0.6247828602790833]"
"[0.3619464337825775, 0.6300984621047974]","[0.4235943853855133, 0.6199045777320862]","[0.4645450711250305, 0.6194025874137878]","[0.5191060900688171, 0.6279563307762146]","[0.4645425081253052, 0.6234991550445557]","[0.42172956466674805, 0.6240542531013489]"
"[0.3601835072040558, 0.6297760009765625]","[0.4226433336734772, 0.6198546886444092]","[0.464110404253006, 0.6194478273391724]","[0.5191211700439453, 0.6280547976493835]","[0.46386200189590454, 0.622799813747406]","[0.4208253026008606, 0.6232544779777527]"
"[0.36112579703330994, 0.6293497681617737]","[0.42325177788734436, 0.6194800138473511]","[0.464475154876709, 0.6191734671592712]","[0.5191524028778076, 0.6280588507652283]","[0.4644894599914551, 0.6230913400650024]","[0.4215669631958008, 0.6234517097473145]"
"[0.360920786857605, 0.629135251045227]","[0.4231678545475006, 0.6199833154678345]","[0.4642024040222168, 0.6197428703308105]","[0.5183241367340088, 0.6280518770217896]","[0.46413153409957886, 0.6233350038528442]","[0.42156779766082764, 0.6236048340797424]"
"[0.36273330450057983, 0.6292638778686523]","[0.4244627058506012, 0.620163083076477]","[0.46517589688301086, 0.6199646592140198]","[0.5191658735275269, 0.6284182071685791]","[0.4654466509819031, 0.6239497661590576]","[0.4229086935520172, 0.6241622567176819]"
"[0.36342236399650574, 0.629085898399353]","[0.42448854446411133, 0.6203028559684753]","[0.4646817743778229, 0.6200313568115234]","[0.5184165239334106, 0.6279734373092651]","[0.46500617265701294, 0.6234197616577148]","[0.423141747713089, 0.623710572719574]"
"[0.3634546101093292, 0.6297982335090637]","[0.4253607988357544, 0.6211754679679871]","[0.4659802317619324, 0.6208608746528625]","[0.5194785594940186, 0.6285019516944885]","[0.46639007329940796, 0.6245111227035522]","[0.42415735125541687, 0.6248388886451721]"
"[0.3632802963256836, 0.629920244216919]","[0.42497125267982483, 0.6210322976112366]","[0.4657168388366699, 0.6207212209701538]","[0.5195834636688232, 0.6286426186561584]","[0.46597015857696533, 0.6240856051445007]","[0.42386147379875183, 0.6244223117828369]"
"[0.3625403046607971, 0.6297187805175781]","[0.42513471841812134, 0.6211227774620056]","[0.46588313579559326, 0.6207478046417236]","[0.5195207595825195, 0.6281778812408447]","[0.466154009103775, 0.6241094470024109]","[0.42379865050315857, 0.6245189309120178]"
"[0.3613075315952301, 0.6297075152397156]","[0.4239548444747925, 0.6207863688468933]","[0.4651452898979187, 0.6204689741134644]","[0.5194690227508545, 0.628383994102478]","[0.4652120769023895, 0.6239513158798218]","[0.4225383698940277, 0.6242997646331787]"
"[0.36272984743118286, 0.629673957824707]","[0.4251888394355774, 0.6210387945175171]","[0.46588951349258423, 0.6206777691841125]","[0.5194858312606812, 0.6281339526176453]","[0.46607550978660583, 0.6237908005714417]","[0.42380887269973755, 0.6242014169692993]"
"[0.36072444915771484, 0.6298544406890869]","[0.42400047183036804, 0.6207170486450195]","[0.4649691581726074, 0.6204750537872314]","[0.51792311668396, 0.6288435459136963]","[0.46527087688446045, 0.6249200701713562]","[0.4223780035972595, 0.6252047419548035]"
"[0.3625151813030243, 0.6298690438270569]","[0.4255421757698059, 0.6207526922225952]","[0.46644172072410583, 0.620506763458252]","[0.5186218023300171, 0.6288233995437622]","[0.46690601110458374, 0.6248719692230225]","[0.4242427349090576, 0.6251519322395325]"
"[0.361539751291275, 0.6297063827514648]","[0.42529672384262085, 0.6201869249343872]","[0.4668981730937958, 0.6200059056282043]","[0.5197026133537292, 0.6288288831710815]","[0.46703317761421204, 0.6249950528144836]","[0.42383071780204773, 0.6252041459083557]"
"[0.3606334328651428, 0.6307748556137085]","[0.4254678785800934, 0.6205905675888062]","[0.467949241399765, 0.6202307939529419]","[0.5211648344993591, 0.6292182803153992]","[0.46796658635139465, 0.6254197955131531]","[0.42405959963798523, 0.6258146166801453]"
"[0.3595668077468872, 0.631237804889679]","[0.4253171384334564, 0.6211221218109131]","[0.46780139207839966, 0.620829701423645]","[0.5203264951705933, 0.6298186779022217]","[0.46781355142593384, 0.6262580752372742]","[0.42374667525291443, 0.6266125440597534]"
"[0.35967496037483215, 0.6322717070579529]","[0.425963819026947, 0.6220405697822571]","[0.46892327070236206, 0.6216771602630615]","[0.5224636793136597, 0.6305617094039917]","[0.46901312470436096, 0.627045750617981]","[0.4243079125881195, 0.6274693012237549]"
"[0.36076176166534424, 0.6317648887634277]","[0.4262905716896057, 0.6214408278465271]","[0.46867382526397705, 0.621186375617981]","[0.5210059285163879, 0.6304426193237305]","[0.46866947412490845, 0.6268116235733032]","[0.42459073662757874, 0.6271340250968933]"
"[0.36115410923957825, 0.6318798065185547]","[0.4271233081817627, 0.6220851540565491]","[0.4696809649467468, 0.6217328310012817]","[0.5225534439086914, 0.630212664604187]","[0.4697781801223755, 0.6265965700149536]","[0.4256400763988495, 0.6270055770874023]"
"[0.36211028695106506, 0.6316086053848267]","[0.4271468222141266, 0.6221624612808228]","[0.4684924781322479, 0.6219484806060791]","[0.5205451250076294, 0.6305238008499146]","[0.4685662090778351, 0.6265670657157898]","[0.425443172454834, 0.626872718334198]"
"[0.36261147260665894, 0.6321063041687012]","[0.4266493618488312, 0.6223374605178833]","[0.46796542406082153, 0.622129499912262]","[0.5200381278991699, 0.6310997605323792]","[0.4681702256202698, 0.6277254223823547]","[0.4250108301639557, 0.6279852986335754]"
"[0.3625852167606354, 0.6326682567596436]","[0.42811140418052673, 0.6224033236503601]","[0.46955811977386475, 0.6221643686294556]","[0.5201597213745117, 0.6314924955368042]","[0.4697405993938446, 0.6283915638923645]","[0.42639392614364624, 0.628711998462677]"
"[0.36248087882995605, 0.6330704689025879]","[0.4291258454322815, 0.6228986978530884]","[0.47172805666923523, 0.6225888729095459]","[0.5237694978713989, 0.6315114498138428]","[0.47178685665130615, 0.6282942891120911]","[0.42750510573387146, 0.6286367177963257]"
"[0.362337201833725, 0.6330835223197937]","[0.42825382947921753, 0.6235471963882446]","[0.47041845321655273, 0.6232311725616455]","[0.5228108763694763, 0.6317020058631897]","[0.4704134166240692, 0.6285958290100098]","[0.4268309772014618, 0.6289972066879272]"
"[0.3622346520423889, 0.63315349817276]","[0.4270894527435303, 0.6237612962722778]","[0.46896034479141235, 0.6235482096672058]","[0.5201939940452576, 0.6321011781692505]","[0.46898165345191956, 0.6298077702522278]","[0.4255809485912323, 0.6300665140151978]"
"[0.3623180687427521, 0.6325039267539978]","[0.42625510692596436, 0.6222133636474609]","[0.4679855704307556, 0.6220782995223999]","[0.5200493335723877, 0.631838321685791]","[0.4679819345474243, 0.6290907263755798]","[0.4245890974998474, 0.6292728781700134]"
"[0.3638804852962494, 0.6323230266571045]","[0.4274265468120575, 0.6222795248031616]","[0.4677780270576477, 0.6221418380737305]","[0.5175203084945679, 0.6316207647323608]","[0.46795910596847534, 0.6287842988967896]","[0.42562827467918396, 0.6289874315261841]"
"[0.36428454518318176, 0.6330869793891907]","[0.42978906631469727, 0.6225907206535339]","[0.47171154618263245, 0.6222823858261108]","[0.5226325392723083, 0.6316319704055786]","[0.4716661870479584, 0.6287093758583069]","[0.4282459616661072, 0.6291168332099915]"
"[0.36400875449180603, 0.634242057800293]","[0.42830973863601685, 0.624214231967926]","[0.46950340270996094, 0.6240145564079285]","[0.5200885534286499, 0.6332566142082214]","[0.46970707178115845, 0.6304568648338318]","[0.42678311467170715, 0.63067626953125]"
"[0.36418211460113525, 0.6337109804153442]","[0.4296353757381439, 0.6232525110244751]","[0.47189170122146606, 0.6229822635650635]","[0.523367702960968, 0.6324030160903931]","[0.4717117249965668, 0.6298418045043945]","[0.4278770089149475, 0.6301344037055969]"
"[0.3631402850151062, 0.6323991417884827]","[0.42733532190322876, 0.6224133968353271]","[0.46900057792663574, 0.6222726106643677]","[0.5202593207359314, 0.631650447845459]","[0.4687686264514923, 0.6288827061653137]","[0.42568439245224, 0.6290265321731567]"
"[0.36157822608947754, 0.6323964595794678]","[0.42668333649635315, 0.6227554678916931]","[0.46865376830101013, 0.6226277947425842]","[0.5203183889389038, 0.631682276725769]","[0.46855607628822327, 0.6286087036132812]","[0.42520037293434143, 0.6287491321563721]"
"[0.3638648986816406, 0.6336038708686829]","[0.42882826924324036, 0.623490035533905]","[0.47068315744400024, 0.6231372952461243]","[0.522639811038971, 0.6320091485977173]","[0.47071078419685364, 0.6292210221290588]","[0.4272960126399994, 0.6295998096466064]"
"[0.3637377619743347, 0.6330729722976685]","[0.4272427260875702, 0.6234686374664307]","[0.4685401916503906, 0.6232103705406189]","[0.5201980471611023, 0.6319118738174438]","[0.4686967134475708, 0.6295903325080872]","[0.42574477195739746, 0.6298277378082275]"
"[0.3636411428451538, 0.6327723860740662]","[0.4272941052913666, 0.6233857870101929]","[0.46868404746055603, 0.6231108903884888]","[0.5203930735588074, 0.6315882205963135]","[0.4689142405986786, 0.629192590713501]","[0.42601266503334045, 0.6294687986373901]"
"[0.36123597621917725, 0.6325809955596924]","[0.4256402552127838, 0.6241279244422913]","[0.46768224239349365, 0.6238934993743896]","[0.5218863487243652, 0.63155597448349]","[0.46774739027023315, 0.6280978918075562]","[0.424445778131485, 0.6283038258552551]"
